contentid,overview,homepage,addr1,cat1,cat2,cat3,firstimage,mapx,mapy,title,sigungu
2357452,"실상암은 순창 읍내에 있는 사찰로, 1936년 순창읍 순화리에 거주하던 이가화와 주운대사에 의해 창건되었다. 아침에 밝은 태양이 떠오르면, 순창 여자 중학교에 있는 순화리 삼층석탑으로부터 상서로운 빛이 이곳으로 바로 비쳐 ‘실상암’이라 칭하였다고 한다. 
창건 이후, 1938년 관음보살상을 봉안하고 1972년에는 이상호 승려가 대웅전을 중건하였다. 경내에는 대웅전, 요사채 2동, 석탑, 관음보사살이 있다.",http://www.grandculture.net/sunchang/search/GC05901300?keyword=%EC%8B%A4%EC%83%81%EC%95%94&page=1,전북특별자치도 순창군 순창읍 금산로 56,A02,A0201,A02010800,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.132954886,35.3808965342,실상암, 순창군
322999,"* 심곡사의 유물 심곡사칠층석탑 *

심곡사는 전라북도 익산시 낭산면 낭산리 176번지 미륵산 기슭의 장암마을 위쪽에 위치한 대한불교조계종 제17교구 금산사의 말사이다. 심곡사는 사찰명칭에서도 알 수 있듯이 신라시대에 무염대사(無染大師)가 수도할 장소를 찾던 중 미륵산 깊은 골짜기에 들어와 절을 세움으로써 심곡사(深谷寺)라 부르게 되었다고 한다. 심곡사가 위치한 미륵산은 신라가 삼국을 통일하기 전 서동(薯童)왕자인 무왕(武王)이 백제의 부흥을 꿈꾸며 세웠던 미륵사가 자리 잡은 곳이기도 하다.심곡사의 대웅전 앞에 자리한 심곡사칠층석탑은 2001년 9월 21일에 전라북도 유형문화재로 지정되었다. 원래는 심곡사에서 200m 정도 떨어진 곳에 위치하였던 것을 현 위치로 옮겼다고 하며, 조성 시기는 고려 말 조선 초로 보고 있다.

* 심곡사칠층석탑 *

재질은 화강암이며 전체 높이는 366㎝, 기단 높이는 116㎝, 탑신 높이는 250㎝, 1층 탑신 폭은 92㎝ 정도이다. 기단(基壇)과 탑신(塔身), 상륜부(上輪部)가 비교적 잘 갖추어져 있다. 기단은 사각형의 기단석에 정교한 연꽃무늬를 조각하여 그 솜씨가 뛰어나다. 또 탑신은 비교적 낮아 안정감을 유지하고 있으며 우주(隅柱)와 탱주(撑柱)도 표현하지 않았다. 1층의 받침돌 위에 7층의 옥개석(屋蓋石)을 올리고 맨 위에는 작은 연꽃봉오리 모양의 머리장식을 얹었다. 옥신(屋身)과 옥개석이 1장의 돌로 이루어져 있다. 옥개석 받침은 3개로 표현되어 있고 경사가 완만한 옥개석의 처마끝은 모서리가 살짝 들어 올려져 있다. 바닥돌 위에 있는 받침돌에는 엎어 놓은 모습의 연꽃무늬와 위를 향한 모습의 연꽃무늬가 아래위로 각각 새겨져 있다.전체적으로 볼 때 기단부의 앙련, 복련 등은 고려시대 후기 탑의 양식이 남아있으며 옥개 받침의 약화 등 조선시대 탑의 특징이 보여지고 있어 과도기적인 석탑 양식의 변화과정을 알 수 있는 중요한 자료이다.",http://www.iksan.go.kr/tour,전북특별자치도 익산시 낭산면 장암길 113,A02,A0201,A02010800,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.0364186513,36.0376174671,심곡사(익산), 익산시
1607494,"심원계곡은 전라북도 남원시 산내면과 전남 구례군 산동면의 경계에 있는 계곡이다. 칠선계곡, 문수계곡과 함께 지리산 3대 계곡 가운데 하나로 지리산 반야봉과 노고단 사이에 있다. 반야봉, 날라리봉, 노고단, 종석대 등에서 발원한 물이 한데 모여 계곡의 물줄기를 이루며 50여 개의 담과 소를 이룬다. 특히 주변의 숲은 한국 자생식물의 보고이다. 고로쇠 약수로도 유명하고 하늘을 가리는 우거진 숲과 시원한 계곡물 때문에 한 여름 밤에도 추위를 느낄 만큼 서늘하다.
계곡 등반은 마한의 별궁터가 있는 달궁계곡과 연계하여 오르는 것이 좋다. 달궁에서 계곡 쪽으로 오르다 보면 쟁반소와 비가 오면 수천 마리의 두꺼비가 모여서 울었다는 두꺼비소를 비롯하여 이름 모를 수많은 소와 담들이 계곡을 찾는 이들을 매료시킨다. 쟁기소에서 500여 m를 더 올라가면 반야봉 서북 능선 자락과 만복대 사이로 전라남도와 전라북도의 경계선이 지나는데 그 아래가 달궁계곡이고 위쪽이 심원계곡에 속한다. 달궁에서 계곡을 따라 도로가 뚫리면서 심원마을까지 쉽게 갈 수 있게 되었고 성삼재에서 30분이면 노고단에 오를 수 있다.",https://www.namwon.go.kr/tour/board/view.do?menuCd=DOM,전북특별자치도 남원시 산내면 지리산로 842-8,A01,A0101,A01010900,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.5816320065,35.3769075349,심원계곡, 남원시
1600490,"김제시의 서북방향 15㎞ 지점에 위치한 심포항은 크고 작은 어선들이 드나들던 아담한 어항이다. 만경강과 동진강이 서해와 만나는 지점에 조성된 포구다. 예전에는 그 규모가 꽤 컸던 포구였으나 현재는 새만금간척지조성사업으로 겨우 명맥을 유지해오고 있다.
심포항에는 횟집단지가 조성되어 싱싱하고 물 좋은 생선회를 즐기려는 사람들과 바다낚시를 즐기려는 사람들로 휴일이면 차를 댈 수 없을 정도이다. 특히 서남쪽으로 끝없이 펼쳐진 갯벌에는 대나무처럼 생긴 죽합과 임금님 수라상에 진상되었다는 자연산 대합이 많이 자라고 있어 이 조개를 즐기려는 식도락가들이 많이 찾는다.",https://www.gimje.go.kr/tour/board/view.gimje?menuCd=DOM,전북특별자치도 김제시 진봉면 심포리,A01,A0101,A01011400,http://tong.visitkorea.or.kr/cms/resource/62/3363662_image2_1.JPG,126.698825719,35.8570905843,심포항, 김제시
2713282,"싱그랭이 에코정원은 완주군에서 만날 수 있는 생태관광지이다. 이곳은 마을 생태의 다양성을 관광자원으로 활용, 보전하며 지속발전 가능한 아름다운 자연을 만들기 위한 공간이며 소정의 관람료를 지불하면 커피, 음료, 미니화분 중 선택 제공한다. 두 개의 공간으로 나뉘어 있는데, 한쪽은 씨를 뿌려 식물을 키우는 육묘장이고 다른 한쪽은 전시용 분재와 관상용 식물들이 전시되어 있다.  또한 에코 매니저와 함께 온실을 돌아보는 견학 프로그램과 화산석 위에 식물을 올려 이끼를 덮는 석부작 체험 프로그램을 운영한다.",https://blog.naver.com/wanjugun/223106227675,전북특별자치도 완주군 경천면 경가천길 474,A02,A0203,A02030400,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.2765383569,36.0577582496,싱그랭이 에코정원, 완주군
337410,"김제시에 쌍용리 구승산에 위치한 쌍용사는 한국불교태고종 소속 사찰이다. 쌍용사에는 대웅전과 연화탑, 염불전, 산신각, 명부전, 칠성각, 용궁각, 요사, 사천왕문 등 당우와 석조 조각품이 많다. 석탑과 미륵입불상, 약사여래불, 미륵좌불, 연화교 연꽃석등, 연두석, 석등, 창건비, 중창비, 용두석 등 마치 석불 전시장을 방불케 한다. 
법성은 신도들로부터 흠앙을 받아가며 1955년 쌍용사(雙龍寺)를 중창하였는데, 이 절은 대가람을 이룩한 영험도량으로 이름이 났다. 옛날에 정여립(鄭汝立)의 사당이었다고도 하며, 사당의 용마루가 남아 있다. 한편 쌍용사 내에 위치한 구성산 쌍룡사 안내문에는 창건자를 김금남으로 기록하고 있다.",https://www.gimje.go.kr/tour/index.gimje,전북특별자치도 김제시 금산면 금산사1길 70-11,A02,A0201,A02010800,http://tong.visitkorea.or.kr/cms/resource/22/3363522_image2_1.JPG,127.0048630472,35.721444599,쌍용사(김제), 김제시
2783713,"아가페정원은 전라북도 제4호 민간정원으로 메타세쿼이아, 섬잣나무, 공작단풍 등 수목 17종 1,416주기 등재되어 있다. 1970년 故 서정수 신부가 노인복지시설인 아가페정양원을 설립하였으며, 시설 내 어르신들의 건강하고 행복한 노후를 위해 자연친화적인 수목 정원을 조성하였다. 정원 자체가 수목원처럼 잘 가꾸어진 늘 푸른 숲을 시민들에게 개방하여 휴식과 정서함양을 제공하고자 2021년 3월 민간정원으로 등록한 후, 정비사업을 거쳐 시민쉼터공간으로 재탄생하였다. 계절마다 수선화, 튤립, 목련, 양귀비 등 아름다운 꽃의 향연이 이어지고, 하늘 높이 뻗은 메타세쿼이아가 울타리처럼 조성된 산책길이 인상적이며, 향나무, 소나무, 오엽송, 공작단풍, 백일홍 등의 관상수로 이어진 숲길을 걷다 보면 자연의 싱그러운 공기와 주변의 풍경이 어우러져 그윽한 향수를 느낄 수 있다. 주말 및 공휴일 방문 시에는 방문 2주 전 사전예약을 해야 한다.",,전북특별자치도 익산시 황등면 율촌길 9,A01,A0101,A01010700,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,126.9562068358,36.0199236519,아가페정원, 익산시
2778525,"아리랑문학마을은 전북특별자치도 김제시 죽산면에 있는 역사, 문화, 교육 공간으로 조정래의 대하소설 ‘아리랑’의 무대를 재현한 시설이다. 이곳은 일제수탁관 외 18동의 시설이 있고 일제 수탈, 강제 노역, 소작쟁의, 독립운동 등의 우리 근대사를 한자리에서 배울 수 있다. 특히 우리 아이들과 함께 방문하여 역사의 진실을 한 번 더 되돌아보는 시간이 될 수 있다. 아리랑문학마을 중앙에 있는 당산나무는 하늘 뜻을 받들어 땅을 내리고 땅의 바람을 받들어 하늘에 올리는 고결한 일을 해낸다고 믿었다고 한다. 그래서 사람들은 마을 전체 위한 일이 있을 때마다 이 당산나무 아래로 모여들었다고 소설 '아리랑'에 쓰여 있다.",https://www.gimje.go.kr/byeokgolje/index.gimje?menuCd=DOM,전북특별자치도 김제시 죽산면 화초로 180,A02,A0203,A02030100,http://tong.visitkorea.or.kr/cms/resource/91/2788191_image2_1.jpg,126.8425483574,35.7743969017,아리랑문학마을, 김제시
1582973,"아석정은 전라북도 익산시 금마면에 있는 일제 강점기에 만들어진 정자이다. 1934년 소진홍이 자신의 선조인 진주소씨 곤암 소세량, 양곡 소세양의 자손이 대대로 살았고, 문정공 약곡 소세양이 퇴휴당에서 활을 쏘던 과녁터 서편에 세웠다고 전한다. 당시 아석정 앞에 맑고 시원한 물이 흐르며, 넓은 바위도 있어 쉬는 장소로 제격이었다고 전한다.
아석정은 산 중턱에 터를 마련해 장대석으로 낮은 기단을 조성하고 원형초석에 기둥을 세웠다. 마루는 우물마루로 기둥뿌리와 마루를 구성하는 멍에 사이에 八자형 빗장을 대어 마루를 바치도록 했다. 마루에는 한자 높이의 난간이 설치되었고 亞자와 안상 형태로 뚫은 판자를 대어 바람이 통하게 하였다. 지붕은 겹처마에 팔작지붕이며 마룻대 밑에는 건립 연도를 적은 상량문이 남아있다. 전체적으로 단정한 모습이며 목가구 기법에서도 비교적 전통적 기법을 유지하면서도 일제 강점기 당시의 새로운 건축 수법이 반영되어 있는 의미 있는 유적이다.",http://www.grandculture.net/iksan/toc/GC07500491?search=C1/2,전북특별자치도 익산시 금마면 아리랑로 9-34,A02,A0201,A02010700,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.049107476,35.9969806561,아석정, 익산시
2930122,"전주시 덕진구 우아동 1가에 있는 아중체련공원은 기린봉 등산로와 맞물려 있는 곳으로 인조 잔디 축구장, 족구장, 풋살장 등 여러 생활 체육 공간과 산책로로 이루어져 있다. 체련공원 옆에 아중 수영장도 있어서 다양한 체육 활동을 즐기기에 안성맞춤인 곳이다. 반려견과 함께 산책하기에도 좋아 인근 주민들이 산책로로 애용하는 장소다. 도심 속에 있는 공원으로 사계절의 변화를 가장 잘 느낄 수 있는 곳이기도 하다. 이곳에는 여러 종류의 운동기구가 모여 있는 주민 체육 시설이 세 군데 마련되어 있어 간단한 생활 체육을 즐기는 주민들이 즐겨 찾는다. 인조 잔디 축구장과 풋살장은 예약하여 이용할 수 있으며, 야간에는 조명이 켜져 새벽이나 야간에도 공을 차러 오는 동호회 사람들이 많다. 평일 낮에는 어린이 축구 교실도 운영하고, 저녁에는 공터에서 무료 에어로빅도 수강할 수 있다.
※ 반려동물 동반 가능",,전북특별자치도 전주시 덕진구 한배미6길 23,A02,A0202,A02020700,http://tong.visitkorea.or.kr/cms/resource/03/2930103_image2_1.jpg,127.168340315,35.822547039,아중체련공원, 전주시
2750859,"아중호수는 3년 전까지만 해도 아중저수지로 불리던 곳이었다. 시간이 변하면서 농업용수를 공급하는 저수지로서의 역할이 퇴색되면서 2015년 3월에 전주시는 침체된 아중저수지 일대를 시민들의 쾌적한 삶터로 복원하고 생태를 지키기 위한 공간으로 도약하고자 아중저수지를 아중호수로 명칭을 바꾸었다. 현재 아중호수는 수상 산책로 데크길이 둘러싸여 있어 평온한 마음으로 아중호수를 감상할 수 있으며, 200명 정도 수용이 가능한 수상데크 광장이 있어 공연이나 축제 행사가 가능한 공간을 갖추고 있다. 또한, 아중호수의 진가는 은은한 조명이 불을 밝히는 밤에 빛을 발한다. 수상 산책로를 따라 설치된 조명시설로 밤의 아중호수에서 전주에서 손꼽히는 야경을 즐길 수 있다.",https://tour.jeonju.go.kr/board/view.jeonju?menuCd=DOM,전북특별자치도 전주시 덕진구 우아동1가,A01,A0101,A01011700,http://tong.visitkorea.or.kr/cms/resource/56/3442256_image2_1.jpg,127.1767145748,35.8223444299,아중호수, 전주시
2828241,"아쿠아틱파크 아마존은 전라북도 명품 수변 구이저수지의 아름다운 풍광을 바라보며 물을 이용한 다양한 즐거움을 만끽할 수 있는 국내 최초의 아쿠아틱파크다. 한 폭의 그림 같은 명품 수변 구이저수지의 풍광이 내려다 보이는 인피니티풀,  전라북도 최장 길이를 자랑하는 280M 수로식 물놀이 시설,  고객들 누구나 소중한 사람들과 가져온 음식을 직접 조리하여 즐길 수 있는 개별 카바나 시설,  90M의 스릴 있는 레인을 미끄러져 내려오는 사계절 썰매장과 같은 레포츠 시설이 물을 중심으로 한 공간에 모여 있는 복합관광레저시설이다.",http://amazon92.com,전북특별자치도 완주군 구이면 항가리,A02,A0202,A02020600,http://tong.visitkorea.or.kr/cms/resource/36/2828136_image2_1.png,127.1084150032,35.7193438461,아쿠아틱파크 아마존, 완주군
2946705,"‘아현슈퍼’는 2022년도 방영된 tnN 드라마 ‘스물다섯 스물하나’의 1990년대를 배경으로 한 촬영을 하기 위해 레트로한 옛날 분위기가 그대로 담긴 슈퍼로 꾸몄다. 드라마 촬영 후 철거되었으나 인기에 힘입어 다시 설치되었다. 이곳은 운영 중인 슈퍼가 아닌 빈 집 세트장 이며 주인공들이 앉아서 도란도란 이야기를 나누던 노란 평상이 포토 스폿이다. 이곳에서 키스에 대한 나희도(김태리)와 백이진(남주혁)의 오해 장면, 백이진(남주혁)이 오토바이로부터 나희도(김태리)를 지켜낸 장면이 촬영됐다.",https://tour.jeonju.go.kr/board/view.jeonju?boardId=BBS,전북특별자치도 전주시 완산구 동서학동 854-7,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/66/2947766_image2_1.jpg,127.1579138857,35.8064653539,아현슈퍼, 전주시
126354,"적상산성에 유일하게 남아있는 고찰 안국사는 고려 충렬왕 3년(1277)에 월인화상이 지었다고 전한다. 광해군6년(1614) 적상산성 내에 사각이 설치되고, 인조 19년(1641)에 선운각이 설치되어 적상산 사고로 조선왕조실록과 왕의 족보인 선원록이 봉안되었다. 이때 사고를 방비하기 위하여 호국사를 지었으며,  안국사는 그 전부터 있던 절이었으나, 호국사와 더불어 이 사각을 지키기 위한 승병들의 숙소로 사용되어 안국사라는 이름으로 불리워졌다. 적상산 양수발전소 건설 때문에 이 사찰은 호국사지의 위치로 옮겨져 안국사가 호국사지에 있다.

전각 15여 개로 1995년 이건, 중창되었고 산 정상에 산정호수가 조성되어 있다. 가을철 단풍이 절경이며, 산 정상까지 2차선 포장 도로를 따라 드라이브 할 수 있다. 인근에는 무주리조트와 라제통문 구천동 계곡이 있다. 주요 문화재는 영산회상괘불(보물)과, 유형문화재인 극락전 , 호국사비, 사적 적상산성, 기념물 사고 등이 있으며 세계의 불상을 수집하여 모신 성보박물관이 있다.",https://tour.muju.go.kr/reserveuser/selectClturCntntsView.do?clturCntntsNo=292&key=487,전북특별자치도 무주군 적상면 산성로 1050,A02,A0201,A02010800,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.6921571662,35.945245076,안국사(무주), 무주군
337411,"안심사는 완주군 운주면 완창리 26번지 대둔산 자락에 자리하고 있으며, 대한불교조계종 제17교구의 본사인 금산사의 말사이다. 전라북도 도립공원 대둔산 동쪽 자락에 위치한 안심사는 세월의 무상함을 한껏 느끼게 해주는 고찰이다. 이러한 안심사는 한국전쟁 이전까지만 해도 무려 30여 채의 전각과 13개의 암자가 세워져 있던 거찰이었는데, 이제 그 번성했던 사찰의 위용은 찾아볼 수 없고 불에 타다 남은 석재들만 여기저기 흩어져 있다. 때문에 현재의 안심사를 작은 사찰로 여기겠지만, 진신사리가 모셔진 계단과 1759년에 세운 사적비 및 1760년에 제작된 범종 등으로 미루어볼 때 고찰 안심사는 결코 작지 않은 사찰이 아닌 것을 알게 된다.

특히 안심사는 부처님 진리사리 10과와 치아사리 1과를 안치하고 있는 적멸보궁으로서 그 이름이 높다. 부도탑은 높이 175cm, 탑신 둘레 315cm의 석종형이며 지대석은 연화문으로 장식하였고, 상륜으로 보주를 올려놓은 형식이다. 그런데 이 진신사리를 모신 석가모니 부처님 사리탑, 즉 안심사 계단의 사방에는 호위신장 역할을 하는 사천왕상을 각각 세워 놓은 매우 특이한 구조를 하고 있다. 이러한 진신사리탑의 미술사적 가치를 높이 평가하여 근래에 전라북도 유형문화재였던 데에서 승격되어 보물로 지정되었다.

성보문화재와 함께 안심사에는 아름답게 조성된 삼성각과 산신각이 인상적인 곳이다. 삼성각은 안심사 계단에서 그다지 멀지 떨어져 있지 않지만 계곡물이 흐르는 계류가 지나므로 석재로 조성한 무지개다리를 건너가게 되어 있으며, 뒤쪽에 위치한 나무와 매우 잘 어우러져 법열까지 느끼게 한다. 적광전 뒤쪽에 위치한 산신각은 잘 가꿔진 대나무밭 위쪽으로 돌로 쌓은 계단 위에 규모가 작음에도 불구하고 참 아름답다는 생각을 갖게 한다.

단풍이 곱게 물들어 가는 가을녁의 안심사는 붉은 감이 반갑게 맞아준다. 이때쯤 안심사를 찾아가면 마을 곳곳에서 흔하디 흔한 감나무에서 익어가는 맛있는 감 냄새가 코끝을 간질인다. 수도에 정진하던 비구니스님이 정겹게 맞아주면서 탐스럽게 익은 감이랑 빛깔 고운 곶감을 소담스러운 담아 정성껏 내어주셔서 다시금 감마을 안심사를 오래오래 기억하게 한다. 가을을 진하게 느끼고 싶을 때, 부처님의 사리를 친견하며 마음의 안식을 찾고플 때, 은근하게 퍼지는 감맛을 맛보고 싶을 때 안심사를 찾길 바란다.",https://www.ansimsa.or.kr/,전북특별자치도 완주군 운주면 안심길 372,A02,A0201,A02010800,http://tong.visitkorea.or.kr/cms/resource/53/1605153_image2_1.jpg,127.3030457533,36.1083946058,안심사(완주), 완주군
228875,"부안면 송현리에 위치한 안현마을은 앞으로는 도립공원 선운사가 인접해 있고, 마을 사이로 난 담벼락에는 국화 그림과 함께 서정주의 시 「국화 옆에서」가 쓰여 있고, 마을 주변으로 미당 서정주 시인의 생가가 있으며 미당시문학관이 자리를 잡고 있다. 가을이면 노란 소국이 마을 능선을 따라 만개하여 피어있는 곳이다. 어느 농촌에서나 볼 수 있는 농어촌 마을로 주로 안현마을 사람들은 농업에 종사하고, 가을철에는 국화꽃으로 농가소득 증대에 힘쓰고 겨울철에는 청국장과 메주로 농가소득에 힘쓰고 있어 풍성하고 넉넉한 시골 인심이 그대로 살아 움직이고 있는 마을이다. 
주변 관광지로 인촌 선생 생가와 소요사가 있어 함께 둘러보는 것도 좋다.",http://gochang.grandculture.net/gochang/toc/GC02800319,전북특별자치도 고창군 부안면 안현길 14,A02,A0203,A02030100,http://tong.visitkorea.or.kr/cms/resource/45/221145_image2_1.jpg,126.6116804757,35.5389697523,안현돋음볕마을, 고창군
1624240,"서원은 조선 중기 이후에 학문을 연구하고 훌륭한 유학자의 제사를 지내기 위하여 지역 사림에 의해 설립된 사설 교육 기관이다.  
압계서원은 장수군 산서면 학선리에 있는 서원으로 1789년(정조 13)에 창건되었으며 처음에는 고려의 명신 육려와 함께 임옥산·박이항 등 3인의 신위를 모셨다. 이어 1798년(정조 22) 박이겸, 1799년에 전설을 각각 배향함으로써 모두 5위의 위패를 봉안했다. 1868년(고종 5) 흥선대원군의 서원 철폐령에 따라 철거된 뒤 후손들이 제단을 만들어 제사만 지내다가 1958년 중건되었다. 외삼문인 산앙문을 들어서면 왼쪽에 압계사 사적비가 서 있고 맞은편에 정면 4칸, 측면 3칸 규모에 맞배지붕으로 된 울흥재가 자리 잡고 있다. 압계사는 정면 2칸, 측면 2칸의 맞배지붕으로 된 건물이다. 압계서원에서는 해마다 3월 17일 향사를 지낸다. 
압계서원은 옛날에는 산서면 지방의 향약소로도 사용되었다.",https://www.jangsu.go.kr/tour/board/view.jangsu?menuCd=DOM,전북특별자치도 장수군 산서면 구암길 77-14,A02,A0201,A02010700,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,127.4039197271,35.5977849953,압계서원, 장수군
2996825,"임실 천혜의 자원 아름다운 옥정호가 내려다 보이는 430m 청정지역에 위치한 명품장소로 대상자들에게
주변 옥정호 붕어섬 출렁다리, 유네스코 등재된 필봉농악전수관, 임실사격장, 임실테마파크, 역사 이야기가 있는 치유숲 성수산등 관광자원과 네트워크를 연계 하고 주변 고급 한옥 숙박 이랑, 전통 황토방 숙박 흙집연, 토요일은 국악 창작극을 관람하며 전통기와 필봉농악 전수관 숙박 등과 연계하여 고객의 다양 니즈를 충족 시키고  24회차 치유농업 프로그램과 푸드테라피, 아로마테라피, 허브&원예테라피, 공예테라피와 교육농장 인증체험처, 교육기부진로직업체험처인증, 치유농업양성교육을 이수한 전문가 대표가 운영하는 치유 농장으로, 황토길 몽골돌길 걷기, 족욕, 차향명상, 건강체조 및 레크리에이션, 치매예방 프로그램, 아동*청소년 정서발달 프로그램 등 다양한 치유 프로그램을 제공, 안전함, 편안함, 청결함, 아름다움, 이색공간 방갈로, 사과과수원에서의 팜크닉 등 오감을 만족 장소 제공으로 쉼, 힐링, 여유, 맛, 멋, 일상의 지친 스트레스 해소로 건강 회복 및 유지 증진 등 치유의 시간을 제공하는 감각, 감성, 인지, 행동, 관계자원이 풍부한 사과농장이다.",https://kimj9130.modoo.at/,전북특별자치도 임실군 강진면 옥정호로 937-12,A02,A0203,A02030400,http://tong.visitkorea.or.kr/cms/resource/95/3353495_image2_1.png,127.0990394767,35.5571870926,애플트리 힐링팜, 임실군
126294,"고군산군도 섬 중에서 육지에서 가장 가까운 섬으로 군산에서 남서쪽으로 약 2.5㎞ 정도 떨어져 있고, 서해안의 아름다운 노을을 감상하며 바다낚시를 즐길 수 있는 고즈넉한 섬마을로 새만금 사업으로 육지화 되어 새롭게 떠오른 일출과 일몰의 명소이다. 원래 밤나무가 많아 밤섬이라 불렸으며 계속 밤섬으로 불러오는 동안 차츰 밤이 뱀으로 변하여 뱀섬이라고 불려오다가 밤의 첫 자를 따라 [夜]하고 밤이 맛있다하여 [味]를 붙여 야미도 라고 불리웠으며, 새만금사업으로 육지화된 곳으로 새롭게 떠오른 일출일몰 명소이기도 하다.

(출처 : 군산시 문화관광 홈페이지)",https://www.gunsan.go.kr/tour/m2206,전북특별자치도 군산시 옥도면 야미도리,A01,A0101,A01011300,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,126.4975855957,35.8483020621,야미도, 군산시
2748815,"야미도는 새만금 사업으로 육지화된 고즈넉한 섬마을로 고군산군도 섬 중에서 육지에서 가장 가까운 섬이다. 군산에서 남서쪽으로 약 11㎞ 정도 떨어져 있다. 원래 밤나무가 많아 밤섬이라 불리다가 ‘밤(栗)’을 한자로 잘못 표기하여 ‘야(夜)’로 쓰면서 야미도라 불렸다. 결국 밤(夜)이 맛있다 하여 미(味)를 붙여 야미도라 했다. 야미도가 방조제로 육지와 연결되기 전에는 주민들이 어업에 주로 종사했으며 지금은 낚시 관광지로도 유명하다. 농어, 우럭, 흑돔, 노래미 등이 잡히는 바다낚시의 명소로 인기가 많으며 서해의 아름다운 일출과 일몰을 동시에 감상할 수 있는 곳이다.",https://www.gunsan.go.kr/tour,전북특별자치도 군산시 옥도면 야미도4길 36,A01,A0101,A01011400,http://tong.visitkorea.or.kr/cms/resource/19/3362719_image2_1.JPG,126.4891559828,35.8408805449,야미도선착장, 군산시
337432,"약수암은 전주시 도장산에 자리한 한국불교태고종 사찰로 1986년에 묘법스님이 창건했다. 스님은 꿈에 미륵부처님을 현몽했는데, 이곳에서 약(藥)을 베풀라는 말을 듣고 와보니 그 때 이 자리에는 본래 미륵좌상이 있었는데 절을 지을 무렵 누군가가 들고 가버렸고, 지금은 어느 과수원 자리에 방치되어 있다 한다. 약수터 위에 인법당을 지은 뒤 새롭게 미륵입상을 조성했고 1991년에는 종각을 지었다.
약수암은 아직은 완전한 절집의 모양새를 갖추고 있지 못하다. 우리가 머리 속으로 그리는 대웅전도 없고, 탑을 따라 돌만한 공간이나 여유도 없고, 사바세계의 중생을 번뇌에서 구할 범종조차 마련되어 있지 못하고, 부처님의 상호 위로 내리는 비나 눈을 맞아줄 전각도 없는 형편이다. 약수터는 수질이 좋아 많은 사람들이 찾고 있으며, 종각 옆에 목탑 형식의 대웅전을 지을 계획이라고 한다.",https://tour.jb.go.kr/index.do,전북특별자치도 전주시 덕진구 도당산로 46-10,A02,A0201,A02010800,http://tong.visitkorea.or.kr/cms/resource/54/1605454_image2_1.jpg,127.1583906107,35.8450776364,약수암(전주), 전주시
3082730,"양떼목장 임실치즈마을은 치즈 만들기와 식사를 할 수 있는 곳이며, 옥정호를 따라가다 보면 나오는 숲속 중턱에 있다.
치즈마을은 1959년 벨기에에서 임실로 선교하러 온 지정환 신부가 이곳에서 치즈를 만들기 시작한 것이 유래가 되었다. 이후 40여 년간 치즈 생산 명맥을 이어온 임실군은 2004년부터 임실 치즈밸리 육성사업을 통해 6차산업으로 발전시켰으며, 이곳은 전북 임실 치즈마을 6차산업의 또 다른 모델로 꼽히는 곳이다.
이곳에는 치즈와 피자를 직접 만들 수 있으며, 점심으로 돈까스가 제공되는 체험 프로그램이 있다. 이 외에도 풀썰매와 귀여운 레일 바이크, 해먹 타기가 있고 전문 숲 체험가의 해설과 함께 재미있는 이야기도 들을 수 있어 성인뿐만 아니라 아이들도 재미를 느낄 수 있는 곳이다. 마을에 30여 명이 머물 수 있는 펜션이 있어 숙박도 가능하며, 방문 전 전화 예약은 필수이다.",https://cheeselove5675.modoo.at/?link=74oqql6d,전북특별자치도 정읍시 산내면 종성리 516-1,A02,A0203,A02030100,http://tong.visitkorea.or.kr/cms/resource/25/3082725_image2_1.JPG,127.0924406823,35.5330980441,양떼목장임실치즈마을, 정읍시
