contentid,overview,tel,homepage,zipcode
2637673,‘오성제’는 전라북도 완주군 소양면에 위치한 저수지로 오성한옥마을 입구에서 바로 위봉폭포로 올라가는 길에 있다. 아름다운 자연과 저수지 주변 산책로는 지역민에게 휴식을 제공한다. 오성제 둑 위에는 키가 5m 정도 되는 소나무가 홀로 서있는데 저수지를 배경으로 소나무와 함께 사진 찍는 포토존이 유명하다. 이곳은 길게 쭉 뻗은 길로 에메랄드 빛 저수지를 보고 경치를 관람하며 걷기 좋다. 이곳은 2019년 BTS(방탄소년단) 썸머패키지 촬영지로 알려져 많은 관광객들이 찾고 있는 명소로 팬들은 완주군 BTS 모바일 스탬프 투어를 도전하기 위해 방문하기도 한다.,,"<a href=""https://www.wanju.go.kr/tour/index.9is?contentUid=ff8080818ccd5216018ced409a440d40""target=""_blank"" title=""새창: 완주 문화관광"">http://www.wanju.go.kr/tour/index.wanju</a>",55348
2686588,"종남산과 위봉산이 병풍처럼 둘러쌓고 있는 천혜의 자연경관에 한옥고택 등 전통한옥 20여 채가 자리 잡고 있는 한옥마을로 실제 주민들의 거주공간이자 품격 있는 카페, 갤러리, 숲속 체험길 등 체험공간이 공존하는 전통과 문화, 자연과 더불어 휴식하는 힐링 장소로 전국적인 명성과 인지도를 높여가며 많은 관광객이 찾고있는 완주군의 가장 핫한 관광명소이다. 마을 내 예술인들이 직접 운영하는 한옥고택 등을 활용한 작은 갤러리와 감성카페, 독립서점 등이 위치해 있어 자연경관과 함께 즐기는 소소한 감성여행지이다. 2019년 BTS(방탄소년단)이 1주일간 머무르며 ‘BTS 2019 SUMMER PACKAGE’ 뮤직비디오 및 화보집을 촬영한 장소로 입소문이 나면서 BTS 팬클럽 아미(ARMY)는 물론 일반관광객의 방문이 지속적으로 이어지고 있다.",,"<a href=""http://www.osvillage.net/""target=""_blank"" title=""새창: 오성한옥마을"">http://www.osvillage.net/</a>",55348
1587082,"도심의 생태공간으로 다시 태어나게 될 전북 전주 오송제는 산소공장으로 불리는 오리나무가 군락을 이루고 있는 곳으로 유명하다. 또 이곳에서는 청정지역에서 서식하는 각종 곤충들도 서식하고 있어 도심 속 생태의 ‘보고(寶庫)’로 남겨진 생태습지이다. 오송제는 만수면적이 3.5㏊, 총저수량 4만 7,200㎥, 유효저수량은 4만 5,400㎥로 주변에 과수원과 논이 인접하고 있으며 상류지역에는 산림청의 희귀 및 멸종위기식물종인 ‘낙지다리’가 군락을 이루고 있다.

특히 오송제에는 청정지역에서 서식하는 밀잠자리와 노란잠자리, 깃동잠자리, 모메뚜기, 게아제비, 풍뎅이, 네팔나비, 부처나비, 소금쟁이 등 육상곤충상이 유일하게 서식하고 있다. 뿐만 아니라 건지산에 둘러싸여 있는 오송제 주변에는 이산화탄소(CO₂)의 흡수역할을 하고 산소(O₂)가 생산되는 오리나무가 군락지 숲속을 이루고 있다. 이와 함께 부들과 갈대, 말즘 등 다양한 수생식물과 붕어, 잉어, 송사리, 동자개 등 4목 5과 8종이 서식하면서 황새와 기러기, 딱따구리, 두루미, 쇠오리, 기러기 등 철새들이 둥지를 틀고 잠을 자는 등 생태호수로 조건을 두루 갖추고 있다.

봄이면 생명의 시작을 알리고 여름이면 그늘을 제공하고 가을이면 오색단풍으로 물들며 겨울이 되면 멋스러운 하얀 옷을 입은 오송제가 찾는 이들을 반긴다. 올렛길이 사람들의 사랑을 받으며 대한민국에 걷기열풍을 몰고 왔다. 걷기가 사랑받는 이유는 남녀노소 누구나 특별한 장비나 경제적인 투자 없이도 할 수 있는 가장 안전한 유산소성 운동이며 가족이나 친구, 연인과 함께 이야기를 나누며 자연 경관까지 즐길 수 있는 장점이 있기 때문이다. 이처럼 오송제는 걸으면서 건강도 찾고 자연과 함께 할 수 있는 곳이다. 가족, 연인, 친구와 함께 산새가 노래하고 자연이 함께하는 오송제를 찾아 걸어보자! 건강은 물론 맑은 심신은 덤으로 찾아올 것이다.",,"<a href=""https://tour.jeonju.go.kr/board/view.jeonju?menuCd=DOM_000000101006002000&boardId=BBS_0000003&dataSid=9758""새창 : 오송제 홈페이지로 이동"">https://tour.jeonju.go.kr/</a>",54824
1590217,"오수리 석불은 전라북도 관월마을에 있는 고려시대 석불로 화강석으로 되어있다. 하체 부분이 땅에 묻혀 있던 것을 발굴하여 복원을 통해 입상을 완연하게 감상할 수 있게 되었다. 이 석불은 광배와 불상이 하나의 돌로 되어있는데, 주형거신광배를 2줄 선으로 표시하고 안쪽에는 연꽃무늬를 바깥쪽에는 불꽃무늬, 맨 위에는 화불을 새겼다. 미륵불의 머리는 나발에 작은 상투 같은 육계가 있고, 둥근 얼굴이다. 귀는 길게 표현되었으며 목에는 3줄의 삼도가 있으며, 어깨는 좁고 체구는 다소 평편하다. 
300여 년 전부터 전해 내려오는 전설에 의하면 뒷산에서 집채만 한 바윗덩이가 걸어 내려오는 것을 본 아낙네 하나가 큰소리를 치자 바위가 그 자리에 우뚝 서 버렸으며 그것이 석불인 것을 알게 된 동네 사람들이 그때부터 불공을 드리고 정성을 다해 돌보고 있다고 한다. 그 뒤에 동네 사람 최경태가 움막 같은 집을 만들어 주었고 1910년경에 진안 마이산의 처사 이갑룡이 꿈에 [내가 옷을 벗고 있으니 집을 지어 달라]는 이 석불의 부탁을 받고, 개축하여 현재에 이른 것이라고 한다. 또 관리인 박양례에 의하면 이 석불은 난리 때마다 엄청나게 많은 땀을 흘리고 있다고 전하기도 한다.",,"<a href=""https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_2_0&ccbaCpno=2113500860000"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.heritage.go.kr</a>",55956
250546,"오수 상설시장은 1932년 5월 15일에 개장했다. 무려 80년이라는 긴 세월 동안 자리를 지켜온 유서 깊은 시장이다. 지금은 현대식 건물로 깔끔하게 지어졌지만, 처음엔 초가집 형태의 시장이었다. 하지만 최근 10여 년간 재건축 사업을 진행하면서 현재의 모습을 갖추게 되었다.
오수 장날은 매달 5, 10, 15, 20, 25, 30일에 선다. 오수시장이 오랜 시간 사랑받아 온 이유 중 하나는 바로 싱싱한 해산물 덕분이다. 특히 병어 철인 6~8월에는 전국 각지에 많은 사람들이 찾아올 정도로 인기가 많다. 그뿐만 아니라 인근 바다에서 잡은 꽃게, 조기, 낙지 등 각종 해산물 및 토박이 농부들이 판매하는 각종 채소, 과실, 생선, 잡화 등 또한 저렴한 가격에 판매되고 있어 현지인들에게도 인기가 많다.
오수시장은 남원, 순창, 장수 3개 시군과 7개 면의 교통 요충지로써 장날이면 각 지역에서 몰려드는 장사꾼과 사람들로 북새통을 이루고 있으며 투박한 시골 사람과 장사꾼들의 물건 가격을 흥정하는 광경은 아직도 시골 시장의 정취를 물씬 풍기고 있는 정겨운 장터의 풍경이다.",,"<a href="" https://www.imsil.go.kr/tour/index.imsil?menuCd=DOM_000000204003001002"" target=""_blank"" title=""새창 : 홈페이지로 이동""> https://www.imsil.go.kr</a>",55954
2712746,"오수의견 관광지는 위험에 빠진 주인의 목숨을 구하고 죽은 의로운 개의 이야기가 전해오는 곳으로 전국 유일의 대규모 애견관광지이다. 관광지 내 반려견 전용 놀이터와 산책로, 오수개연구소 등이 있으며 오수천 옆으로 계절 꽃을 심어 철마다 다른 분위기를 느낄 수 있다. 2021년 한국관광공사와 전라북도가 선정한 [반려견과 함께하는 안심 걷기 길] 6곳 중 하나로 선정됐다. 너른 잔디밭에 울타리가 설치되어 있으며 무료로 이용할 수 있다. 소형견과 중·대형견 공간을 분리해 강아지가 위압감에 주눅이 들거나 스트레스를 받지 않도록 배려했다. 반려동물과 함께하는 차박 캠핑 행사를 개최했으며 펫 카페와 반려문화 전시실이 있는 반려동물 지원센터의 건립도 추진 중이다. 
오수의견 관광지에서는 해마다 오수개를 기리는 의견문화제가 열린다. 1982년부터 이어진 유서 깊은 행사로, 지금은 애견과 함께하는 축제로 명성이 높다. 주인을 구하기 위해 제 목숨을 다한 오수개 이야기는 고려시대 문인 최자의 《보한집》에 기록되어 있으며 현행 교과서에도 실릴 만큼 유명하다. 김 개인이란 사람이 집에서 키우던 개와 외출해 술을 먹고 돌아가다가 숲에서 잠들었다. 갑자기 들불이 번져 주인이 위태로워지자, 개가 근처 냇가를 수백 번 왕복하며 몸에 적신 물로 불길을 막았다고 한다. 잠에서 깬 김 개인이 이 사실을 알고 몹시 슬퍼하며 죽은 개를 땅에 묻고, 갖고 있던 지팡이를 꽂았다. 이 지팡이가 나중에 커다란 나무가 됐고, 개 오(獒)와 나무 수(樹)를 합한 지명 [오수]가 여기서 유래했다.",,"<a href=""https://tour.imsil.go.kr/""target=""_blank"" title=""임실군 문화관광"">https://tour.imsil.go.kr/</a>",55955
1590210,"임실 오수의견공원은 지역에 내려오는 의로운 개 이야기와 보은정신에서 착안해 조성한 테마파크이다. 넓고 푸른 잔디밭과 반려견 전용 캠핑시설이 있으며 오수의견을 기념하기 위해 매년 4월 의견문화제를 열고 반려견과 반려견의 주인들을 위한 다채로운 행사를 연다. 주인을 구하기 위해 제 목숨을 다한 오수개 이야기는 고려시대 문인 최자의 《보한집》에 기록되어 있으며 현행 교과서에도 실릴 만큼 유명하다. 김 개인이란 사람이 집에서 키우던 개와 외출해 술을 먹고 돌아가다가 숲에서 잠들었다. 갑자기 들불이 번져 주인이 위태로워지자, 개가 근처 냇가를 수백 번 왕복하며 몸에 적신 물로 불길을 막았다고 한다. 잠에서 깬 김 개인이 이 사실을 알고 몹시 슬퍼하며 죽은 개를 땅에 묻고, 갖고 있던 지팡이를 꽂았다. 이 지팡이가 나중에 커다란 나무가 됐고, 개 오(獒)와 나무 수(樹)를 합한 지명 [오수]가 여기서 유래했다.",,"<a href=""http://tour.imsil.go.kr/"" target=""_blank"" title=""새창 : 임실군 문화관광 홈페이지로 이동"">http://tour.imsil.go.kr/</a>",55953
2606148,"완주 소양면 호숫가에 자리한 오스갤러리는 회화, 조각, 음악, 건축 등 다양한 주제의 문화 행사를 여는 갤러리와 분위기 있는 카페를 함께 운영하는 곳이다. 전주 한옥마을에서 완주 방향으로 20여 분 정도 가면 발견할 수 있으며, 널따랗게 펼쳐진 잔디밭 위에 서 있는 회색빛 모던한 스타일의 건물이 갤러리, 붉은색 별장 형태의 건물이 카페이다. 갤러리는 1, 2층의 넓은 실내와 제대로 갖추어진 전시공간을 자랑한다. 이홍원 작가 초대전, '순천만의 작가' 전남대 김일권 교수 작품전 등 주기적으로 다양한 전시행사를 개최했으며, 2014년에는 가수 조영남의 전시회가 열려 사람들의 이목을 끌기도 했다. 카페는 커피와 허브차 등 음료와 유기농 빵 등 다양한 메뉴를 갖추었고, 야외테라스가 있어 자연을 벗 삼아 차 한잔 할 수 있다. 특히, 푸른 잔디가 펼쳐진 정원이 보이는 오디오룸은 누구나 CD를 가져오면 향긋한 커피를 마시며 음악을 감상할 수 있어 인기가 좋으며, 종종 드라마나 영화의 촬영장소가 되기도 한다.",,"<a href=""https://www.instagram.com/os_gallery_/"" target=""_blank"" title=""새창: 오스갤러리"">https://www.instagram.com/os_gallery_/</a>",55348
2778467,"오원집은 전북 전주시 완산구 태평동에 있다. 대표 메뉴는 연탄불에 빨간 양념을 입힌 돼지고기를 구워 먹는 연탄불 돼지구이다. 대개 돼지고기와 김밥을 쌈에 싸서 먹는다. 가락국수, 김치찌개, 김치찌개, 닭볶음탕도 판다. 음식점은 동전주 IC에서 가까운 거리에 있다. 주변에는 전주한옥마을이 있다.",,,54997
1604609,여름에는 시원해서 찾게 되고 겨울에는 얼음이 씹히는 맛이 일미인 냉면은 그 육수가 그 맛을 결정짓는다. 오장동에서는 물냉면과 육개장과 육회 비빔밥 또한 별미 이다. 넓은 주차 시설을 완비하고 있고 어느 계절이든 냉면이 생각나는 때에 찾아가 즐길 수 있는 곳이다.,063-632-7264,,55754
2866942,"오죽은 군산시 나운동에 있는 일식당이다. 전북 3대 일식집으로 꼽히는 맛집으로 기념일이나 특별한 식사 자리가 필요할 때 추천되는 곳이다. 코스나 정식 요리에 전라도 스타일의 푸짐함을 더해 남녀노소 누구나 만족할 만한 상차림을 선사한다. 또한 브레이크 타임을 기준으로 런치에는 가성비 좋은 보리굴비 정식, 우럭탕, 우동정식, 생선초밥, 복지리 등이 있고 디너에는 참치 코스와 회 정식, 다양한 스페셜 코스까지 만족스러운 식사를 제공한다. 내부는 깔끔한 룸으로 구성되어 있어 오죽만의 고급스러운 분위기를 느낄 수 있다.",,,54142
2570308,"☞ 왜 호텔 이름이 OK 일까?<br>호텔 주인장이 어느 따뜻한 봄날 골프와 사랑에 빠졌고 몇 년 동안 꾸준히 사랑했지만 그 사랑이 식지 않고 아직도 뜨겁게 불태우며 골프를 즐기다보니 파, 버디, 이글, 알바트로스까지 OK(컨시드) 받았으면 하는 바람으로 호텔 이름을 ‘OK무인호텔’ 이라고 지었다고 한다.<br>군산 오케이모텔은 11년 9월에 오픈하여 현재까지 일반 아마추어 골퍼부터 아마추어 골프선수 및 KPGA, KLPGA 프로 골프선수, 그리고 영화 관계자 및 일반 이용객 여러분의 꾸준한 사랑으로 군산지역 최고의 호텔로 자리 매김 할 수 있었다.<br>군산CC에서 골프대회가 있을 때 마다 아마추어 골프선수 및 KPGA, KLPGA 선수들이 휴식을 취하기 위한 편안한 잠자리로 선호하는 호텔이다. 뿐만 아니라 일반 아마추어 골퍼들에게도 인기 있는 호텔이다. 그에 걸맞게 객실은 잔디를 상징하는 초록색이 많이 들어갔으며, 객실 이름도 골프스코어 용어를 인용해서컨시드(OK), 파, 버디, 이글, 홀인원으로 되어 있다.<br> (정보제공자: 군산시청)",063-446-6600,,54077
3062829,"남원에 있는 오헤브데이 호텔은 천혜의 자연경관을 자랑하는 청정지역 지리산 바래봉 자락의 해발 600m에 위치하며, 우리나라 최대 철쭉 군락지와 22만 평 세계적 규모를 자랑하는 지리산 허브밸리 내에 자리하고 있다. 무료 와이파이를 제공하며 24시간 리셉션, 물품 보관소, 회의실도 완비되어 있다. 오헤브데이호텔에는 에어컨이 완비된 객실을 77개 보유하고 있으며 편안한 숙박에 필요한 모든 편의 시설을 제공하고 있다. 따뜻한 음료를 직접 만들어 마실 수 있도록 무료 차/커피와 포트가 제공된다. 호텔 내부에는 여러 개의 식당이 있으며 Breakfast Restaurant에서는 미국 식사를, Eco Grill에서는 현지 요리를 먹을 수 있다.",,"<a href=""http://ohevday.com/"" target=""_blank"" title=""새창 : 홈페이지로 이동"">http://ohevday.com</a>",55717
1613900,"옥계천은 대둔산의 암봉 줄기가 남쪽으로 뻗어 내리면서 유구한 세월을 거치는 동안 지각변동과 풍화작용으로 만들어진 계곡이다. 계곡에 구슬같이 맑은 물이 사철 흐르고 있어 옥계천, 또는 옥계동이라고 불리며, 그늘이 많고 물이 깊지 않아 아이들이 물놀이하기에 적합해 여름이면 시원한 계곡에서 피서를 즐기려는 가족 단위의 이용객이 많이 찾고 있다. 인근에 호남의 금강산으로 불리는 대둔산이 있어 자연경관의 아름다움을 흠뻑 느낄 수 있으며, 대둔산 출렁다리와 삼선계단을 건너는 것도 하나의 이색 체험으로 자연을 한층 더 가까이서 느낄 수 있다.",,"<a href=""http://www.wanju.go.kr/tour/"" target=""_blank"" title=""새창 : 완주 문화관광 홈페이지로 이동"">http://www.wanju.go.kr/tour/ </a>",55300
126392,"향교는 공자와 여러 성현들께 제사를 지내고, 지방민의 교육과 교화를 위해 나라에서 세운 교육기관이다. 군산에는 조선시대 임피현과 옥구현이 있던 곳으로 지금도 임피향교와 옥구향교 두 개의 향교가 남아 있는데 옥구향교는 배롱나무 꽃이 피는 8월에 임피향교는 은행나무에 단풍이 곱게 물 드는 가을이 방문하면 좋다.
옥구향교는 조선 태종 3년(1403) 이곡리에 처음 지었고, 인조 24년(1646)에 지금 있는 자리로 옮겼다. 향교 경내에는 전면에 강학공간인 명륜당이 있고 명륜당 뒤로는 배향 공간인 대성전이 있는 전형적인 전학후묘의 양식을 따르고 있다. 외삼문을 들어서면 유생들의 글 읽는 소리가 들릴 것 같은 명륜당이 있고 옥구향교의 자랑인 배롱나무가 앞에 서 있다.
옥구향교의 특색은 단군에게 제사 지내는 단군묘와 최치원의 영정을 모신 문창서원, 세종대왕 숭모비와 비각, 옥산서원이 같은 공간에 있다는 점이다.",,"<a href=""https://www.gunsan.go.kr/tour/m2079/view/305330"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.gunsan.go.kr</a><br><a href=""https://blog.naver.com/gunsanpr/223358568781""target=""_blank"" title=""새창 : 군산시 공식블로그로 이동"">https://blog.naver.com/gunsanpr</a>",54172
2724127,군산에서 옥녀 교차로는 SNS 인생 사진 명소로 유명하다.<br>초록의 청보리밭이 드넓게 펼쳐진 가운데 메타세쿼이아 군락이 포인트로 자리 잡고 있는 풍경을 담으러 전국에서 찾고 있다.<br>푸르른 하늘과 청보리밭의 색감은 청량하고 시원한 이미지를 연출한다.<br>,,,
2748431,"선유항 선유1구 통계 마을 앞에는 아담한 크기의 옥돌 해수욕장이 있다. 해변에 모래가 아닌 부드러운 옥돌이 깔려 있어 옥돌해수욕장으로 불린다. 한적한 바다 위 윤슬과 옥돌이 파도에 부딪히며 들려주는 소리는 매혹적이고 주변의 기암괴석과 어우러지는 바다와 섬 풍경은 그 자체로 한 폭의 그림처럼 아름답다. 군산 도보여행 길인 구불8길 구간에 위치하는 해수욕장은 산책로와 연결되어 있어 인근 선유봉도 둘러볼 수 있다. 선유봉에서 내려다보는 옥돌 해수욕장과 해변 데크 산책로, 고군산군도 및 선유팔경 중 하나인 삼도귀범(귀향하는 고깃배 형상을 가진 세 개의 섬인 앞삼섬, 주삼섬, 장구도) 풍경은 자연의 아름다움을 그대로 전해준다.",,,54000
913309,"옥산서원은 서기 1929년에 건립된 서원으로 국권을 잃은 상황에서도 충, 효와 예절을 숭상하는 전통문화를 유지하고자 노력하였던 이 지역 유림(儒林)들의 의지를 확인할 수 있는 곳이다. 본 서원에서는 신라시대의 성현 문창후 최치원 선생을 비롯하여 옥구 지역의 문무 및 충효에 특출한 선현(先賢) 14분을 모시고 유림들의 배향으로 매년 음력 9월 계정일(季丁日)에 대제(大祭)를 올리고 있다. 옥산서원에는 사당인 옥산원, 강당, 내삼문, 원직사, 외삼문 등 총 5채의 건물이 있다. 그중 중심 건물인 옥산원은 낮은 콘크리트 기단에 자연석 덤벙 주초를 놓고 그 위에 원주를 세운 전면 3칸 측면 3칸의 맞배지붕 형태이다.",,,54172
1957023,"의촌 김남식과 시은 김이성·인일정 김성은의 학문과 덕행을 추모하고 이를 계승하고자 세운 서원이다. 김남식은 김집 선생의 문인으로 병자호란 때 청나라와 굴욕적인 화의를 맺었다는 소식을 듣고 통곡하며 돌아와 계령산 밑에 살며 집 이름을 대명유계라 하였다. 김이성은 김남식의 아들로 송시열 선생의 문인이며 효성이 지극하였다고 전한다. 김성은은 김이성의 증손으로 황의찬 문하에서 수학하였고『동국문헌록』등의 저술이 있다. 옥산서원은 크게 세 영역으로 구분된다. 중심 영역에는 사우와 내삼문, 강당인 옥산정사가 일렬로 배치되어 있으며, 강당 동쪽에는 고직사가 자리 잡고 있다. 또 강당 남서쪽에는 인일정의 영당과 삼강문이 있는데, 각각 삼문과 담장을 갖추어 별도의 영역을 이루고 있다. 사우는 1956년 다시 지은 것으로 중앙에는 김남식을 모시고 있으며, 좌우에는 김이성과 김성은을 모시고 있다. 규모는 앞면 3칸·옆면 3칸으로, 지붕은 옆면에서 볼 때 사람 인(人) 자 모양인 맞배지붕이다. 강당인 옥산정사는 정조 10년(1786) 개축한 것으로 1987년 복원하였다. 규모는 앞면 6칸·옆면 3칸으로, 지붕은 옆면에서 볼 때 여덟 팔(八) 자 모양인 팔작지붕이다. 인일정 영당은 앞면 3칸·옆면 2칸으로 맞배지붕이다. 삼강문은 1948년 다시 지었는데 앞면 3칸·옆면 2칸 규모의 누각 형식으로 지붕은 팔작지붕이다. 
(출처: 국가유산청)",,"<a href=""https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=1&searchCondition=%EC%98%A5%EC%82%B0%EC%84%9C%EC%9B%90&searchCondition2=&ccbaKdcd=31&ccbaAsno=01410000&ccbaCtcd=35&ccbaCpno=3413501410000&ccbaCndt=&ccbaLcto=&stCcbaAsdt=&endCcbaAsdt=&header=view&returnUrl=%2Fheri%2Fcul%2FculSelectViewList.do&pageNo=1_1_1_0&p=multiSch&sortType=&sortOrd=&sngl=Y&s_kdcdArr=00&s_ctcdArr=00&ccbaPcd1Arr=99&ccbaGcodeArr=00"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.khs.go.kr/main.html</a>",56214
2743746,"옥수골계곡 펜션야영장은 전북 무주군 적상면에 자리했다. 무주군청을 기점으로 자동차에 몸을 싣고 당산강변로, 괴목로, 옥소동길을 차례로 거치면 닿는다. 도착까지 걸리는 시간은 30분가량이다. 캠핑장에 발을 들이면 곳곳에 우거진 수목이 맑은 그늘을 드리운다. 게다가 캠핑장 한가운데를 관통하는 계곡 덕분에 한여름 무더위도 두렵지 않다. 특히 비가 내린 후에는 수량이 많아 장쾌함까지 맛볼 수 있다. 캠핑장에는 6대의 카라반을 마련했다. 객실 내부는 일상생활을 해도 불편함이 없을 물품과 시설을 구비했다. 매년 11월경부터 이듬해 4월까지 휴장에 돌입하지만, 펜션 4개 동은 쉬지 않고 영업한다. 캠핑장 인근에 무주호, 마루와인동굴 등 관광지가 많아 연계 여행이 순조롭다. 가까운 거리에 여러 음식점이 성업 중인 덕택에 맘에 드는 음식도 맛볼 수 있다.",,"<a href=""http://www.xn--989a5bta357lxhh26an1pf5fuy1a.com/"" target=""_blank"" title=""새창 : 옥수골계곡펜션야영장사이트로 이동"">http://www.무주옥수골계곡펜션.com/</a>",55529
3082705,"전라북도 임실에 위치한 옥정호는 섬진강 다목적댐으로 형성된 인공 호수이다. 빼어난 경관을 자랑하는 임실의 대표적인 관광지로 5월에 만개하는 작약꽃밭이 유명하다. 전국에서 호수를 배경으로 작약꽃을 감상할 수 있는 유일무이한 장소이다.
옥정호에는 2개의 작약꽃 단지가 있다. 진입로와 가까운 첫 번째 작약꽃밭은 쉼터가 있어 정자에 앉아 작약을 감상할 수 있다. 호수와 더 가까운 두 번째 작약꽃밭은 넓은 꽃밭 사이로 가로지르는 길이 있고 꽃 사이에 사람이 들어갈 수 있는 고랑이 있어 자유롭게 사진을 찍을 수 있다. 
작약의 꽃말은 수줍음, 새로운 만남으로 매년 4월 초중순부터 꽃이 피어나는 모습을 볼 수 있다. 바람을 따라 흔들리는 분홍빛 파도가 동화 속의 한 장면 같다. 옥정호 인근의 붕어섬 출렁다리, 요산공원도 같이 둘러보기 좋다.",,,55906
2996058,"옥정호 출렁다리 및 붕어섬생태공원은 붕어섬을 거쳐 출렁다리를 건널 수 있다. 요산공원에서 붕어섬까지 이어주는 출렁다리는 총길이 420m, 순폭 1.5m이다. 붕어를 형상화한 높이 83.5m의 주탑과 스테인리스 매쉬형 난간 그리고 스틸그레이팅 바닥판은 시원한 바람과 짜릿함을 경험할 수 있다.
붕어섬의 원래 이름은 ‘외앗날’로 ‘외앗’은 「자두」의 옛말인 ‘오얏’이 ‘외앗’으로 발음되어 만들어진 전라도 방언이고 ‘날’은 산등성이를 가리키는 말이다. 붕어섬 면적은 홍수위 기준 73,039㎡이고, 2017년까지 사람이 살고 있었으나 현재는 사람이 살지 않고 있다. 그 후 2018년부터 임실군이 매입 후 2018년부터 경관 조성을 통해 오색 꽃들의 향연을 만끽할 수 있는 아름다운 장소가 되었다.	
* 붕어섬생태공원 입장료를 내면 옥정호 출렁다리를 들어갈 수 있음.
* 출렁다리 : 전북 임실군 운암면 입석리 413-1
* 붕어섬생태공원 : 전북 임실군 운암면 용운리 259-3",,,55904
126551,"옥정호는  섬진강 다목적댐을 만들면서 생긴 거대한 인공호수로 유역면적이 763㎢이며 저수면적이 26.3㎢로 총 저수량은 4억 3천톤에 달하여 호남평야를 적셔 곡창지대로 만드는 다목적 댐이다.
옥정호는 노령산맥 줄기로 호남정맥이 지나가는 오봉산, 국사봉, 회문산과 연계되어 있고 오봉산과 국사봉 산이 호수를 양팔을 벌려 감싸 안은 듯한  풍경과 사계절 다르게 보여진 옥정호 붕어섬은 사진작가가 많이 찾는 최고의 명소이다. 아침햇살을 받아 호수 면으로부터 아지랑이처럼 피어오르는 물안개는 마치 신선이나 노닐 법한 풍경으로 국사봉에서 보는 옥정호 붕어섬은 최고의 백미로 마치 백두산 천지에 와있는 듯한 착각을 일으키게 한다.
이러한 옥정호의 풍광을 가까이 느낄 수 있도록 호수주변에 13㎞의 물안개길이 있어 많은 탐방객이 옥정호를 찾고 있다.",,"<a href=""https://www.imsil.go.kr/tour/board/view.imsil?boardId=BBS_0000050&menuCd=DOM_000000202001000000&paging=ok&startPage=1&dataSid=551"" target=""_blank"" title=""새창 : 임실군 문화관광 홈페이지로 이동"">http://tour.imsil.go.kr/</a><br />",55904
2779444,"옥정호산장은 전북 임실군 운암면에 있다. 매운탕 전문점으로 가게 내부에는 옥정호가 내려다보이는 전망 좋은 멋진 호수 뷰를 즐기며 식사를 즐길 수 있다. 전주 근교에 있어 접근성이 좋고 전용 주차공간이 넓다. 많은 인원을 한 번에 수용할 수 있을 만큼 식당 규모가 커 많은 이들이 찾는 인기 맛집이다. 향어회, 송어회 등의 회 종류와 새우탕, 잡탕, 빠가탕 등의 민물 매운탕, 닭매운탕과 백숙류 등 메뉴도 다양하다. 메뉴를 주문하면 나오는 다양한 종류의 깔끔한 반찬과 후식으로 누룽지가 제공된다. 브레이크 타임이 따로 없어 언제 방문해도 식사가 가능하며, 옥정호산장 외부에는 대기실이 따로 마련되어 있다.",,,55906
2837967,"옥쭹가든은 개그맨 이재훈이 운영하는 캠핑 스타일 카페다. 뷰와 인테리어가 좋아 인기가 많다. SNS 감성 맛집으로도 널리 알려져, 사진을 찍기 위해 이곳을 찾는 이들도 많다. 전라도넛, 솥빙수, 옥쭹라떼가 대표 메뉴다. 캠핑장에서나 즐길 수 있는 불멍+마쉬멜로는 캠핑 스타일 카페와 잘 어울리는 메뉴다. 메뉴가 독특하고 다양해, 어린이와 함께 방문하기에도 좋다. 날씨가 좋을 때는 야외 테이블에 자리를 펴고 앉아 캠핑 감성을 즐기며, 이야기 나누는 손님들이 많다. 옥정호반 드라이브 코스 인근에 있어, 동행과 드라이브를 즐긴 후 들러봐도 좋을 것이다.",,,55906
1017720,"옥천골한정식은 순창IC 교차로를 지나 경천교 인근에 있는 음식점이다. 석쇠에 직접 익힌 소불고기와 돼지불고기, 20여 가지가 넘는 반찬들과 된장찌개까지 옛 정취 그대로의 손맛이 살아 있는 곳이다. 음식 재료인 채소뿐만 아니라 상에 오르는 쌀까지 직접 농사지은 것으로 제대로 된 전라도 한상차림을 맛볼 수 있다.",063-653-1008,,56047
1957024,"옥천사는 전라북도 진안군 동향면 대량리에 있는 창녕 성씨 집안의 사당이다. 이곳은 사당과 강당으로 구성되어 있다. 사당은 앞면 3칸 옆면 2칸의 팔작지붕이며, 강당은 앞면 4칸 옆면 2칸의 우진각 지붕이다. 옥천사는 하양지 마을 중앙에 남향으로 위치하고 있다. 정면에 문이 있으며, 주위에 담장을 둘렀다. 주벽으로 성여완(成汝完)을 모시고 있으며, 성석린(成石璘)과 성계종(成繼宗)을 모시고 있다. 사우 앞에는 강당이 있고 창령 성씨 문중에서 관리한다. 매년 음력 3월 10일에 향사하고 있다.",,"진안 문화관광 <a href=""http://jinan.go.kr/tour/"" target=""_blank"" title=""진안 문화관광 사이트로 이동"">http://jinan.go.kr/tour/</a>",55447
