관광지이름,총점,이름,내용,별점
삼례책마을,4.4,박ffbn철fght,"좋아하는 차와커피를 마시면서 독서를 하거나 여러종류의 책을
구경하면서 아이들과 시간을 보내기 정말 좋은 장소인듯 합니다",5
삼례책마을,4.4,김인희,2층까지 이어진 압도적인 높이의 책장과 책냄새 나는 낡은 책들. 카페도 있어요.,4
삼례책마을,4.4,이쁜민아,삼례는 책이다! 고즈넉하게 오붓하게~★,5
삼례책마을,4.4,이성완,"오래된 쌀(?)창고를 개조하여 헌책과 고서를 판매하는 카페
창고느낌을 그대로 살려서 사진찍기 좋음
카페메뉴는 평범",5
삼례책마을,4.4,deokjin han,"한적하고 책이있고 커피향기가 있는, 휴식을 위한 좋은 장소. ^^ 가끔 갑니다.",4
삼례책마을,4.4,아이스아메리카노,"조용하고 커피도 저렴함..
중고책 새책 파는곳
무인 도서관 무인 전시관 있음",4
삼례책마을,4.4,Jong-min Yang,"한가하고 조용한 북카페입니다.
인근에 식사 가능한 새참소리는 일요일은 휴무입니다.",4
삼례책마을,4.4,정봉진,책 좋아하는 사람에게는 추천... 그러나 여행이 아니라면 의지만으로 가기엔 힘든 곳,4
삼례책마을,4.4,꽃짐승,"시골의 잘 정돈된 북카페
방문하시면 색다른 경험이 될거에요",5
삼례책마을,4.4,이희창,"독특한곳, 카페인지 책방인지... 싶지만 내결론은 책방 ㅎ 앞쪽 잔듸도 좋음",5
삼례책마을,4.4,박진경,한적한 분위기에서 즐거운 담소 나누고 왔어요.,5
삼례책마을,4.4,최병제,책보기 참좋은 장소이고 책도 많은 곳입니다^^,5
삼례책마을,4.4,Iphi Lee,친절하고 좋았습니다만 책이 너무 다양하지 않아요. 오래되기도 했구요.,3
삼례책마을,4.4,한하정,수많은  책들을 봤을때 놀랐고  멋진 공간이미지가  맘에들었다  강추,5
삼례책마을,4.4,정윤숙,책속으로  들어온 느낌  책 내음이 너무좋아요,5
삼례책마을,4.4,임수정,오래된 책들을 만날 수 있는곳^^ 커피도 맛나요~,4
삼례책마을,4.4,윤근복,"째즈공연이 있어서  관람함
섬례에서  이런  공연을 함께하니 힐링되고  좋으네요",4
삼례책마을,4.4,Captain Min,한번쯤  꼭 가보세요.,4
삼례책마을,4.4,진.,책에 관심있다면 가보는것도 좋을듯합니다 철수과 영희가아닌 영이라는것도 처음 알았...,5
삼례책마을,4.4,장순주,"분위기좋고독서도할수있고
운치가있어짱",4
삼례책마을,4.4,큰곰,폐공간은 활용한 멋진 공간~ 인상적입니다.,5
삼례책마을,4.4,이순자,"북카페방문
좋아요..아이들이랑 가기도좋고",5
삼례책마을,4.4,바닐라,진귀한 책들을 볼 수 있음. 토요인문학 강의도  좋음.,5
삼례책마을,4.4,Jinkue Ohe,조용하니좋아요. 커피도 싸요,5
삼례책마을,4.4,최태민 (월출산 소년),쉬면서 독서하기 참 좋네요,5
삼례책마을,4.4,jaegil han,넓은공간은 아니지만 조용히 가기 좋아요,4
삼례책마을,4.4,D.K branden Kim (Dkkids),"다른건 다 차치하고 커피값 살인적....은 좀 오버고
비싼 편임.....",3
삼례책마을,4.4,송명혜,색다른 책들이 있는 조용한 서점이자 카페,5
삼례책마을,4.4,한종욱,필요한 헌 책 구입이 좋아요,4
삼례책마을,4.4,김희준,"아주 마음에 듭니다
볼러리. 먹거리 모두가 만족스럽습니다.",5
삼례책마을,4.4,김은숙,지성과 감성이 넘치고 고급풍이 있어좋아어요,3
삼례책마을,4.4,79라니,절판된 책들도 있어서 인터넷에서 구입하지 못했던 책도구입,5
삼례책마을,4.4,이정우 (율운 이정우),마음머무는곳,5
삼례책마을,4.4,s종헌아빠,도서관입장료가 있다는게 좀 아쉬웟어요,3
삼례책마을,4.4,김백두,자세히 보지는 못했지만 향수가 느껴지는 느낌,4
삼례책마을,4.4,김진호,시간을 재울수 있는 여유롭고 고요한 장소..,5
삼례책마을,4.4,정정필,책상태 별로임...비쌈...커피는 맛있음,2
삼례책마을,4.4,김형동,완주 삼례에서 가볼만한 곳입니다,4
삼례책마을,4.4,황산우,아주 좋아요 아이들과 함께하세요,5
삼례책마을,4.4,Tae Soon Lee,작지만 이쁜곳... 삼례가 좋은 이유 중 하나...,5
삼례책마을,4.4,최대건,책이 엄청 많아요~!,5
삼례책마을,4.4,임정연,"분이기도 좋쿠ㅡ옛날 방앗간스런 모습이
좋았씀ᆢ",5
삼례책마을,4.4,권택성,옛날 창고를 재활용한 책마을 대단합니다,5
삼례책마을,4.4,정삼화,깨끗하고 조용하고  시원했어요,5
삼례책마을,4.4,전 Jeon제헌 JeHeon,좋아요^^,4
삼례책마을,4.4,방민식,이지역 보기드문 문화공간이네요.,4
삼례책마을,4.4,반가운사람 채널,시골이라 썰렁. 한번쯤 가 볼만한 곳,4
삼례책마을,4.4,seio물결 Adorable,분위기 깔끔하고 좋아요,4
삼례책마을,4.4,sam hong,조용한 소도시..한적한 마을,5
삼례책마을,4.4,김영기,깨끗하고 아름다운 마을입니다,5
삼례책마을,4.4,Suk youn Moon,따듯하고 많은 정감어린책들..,4
삼례책마을,4.4,Eunyoung Choi,너무 예쁜 북카페,4
삼례책마을,4.4,김준모,좋은 분위기. 책많음,4
삼례책마을,4.4,June쌤,조용하고 차분한 공간,5
삼례책마을,4.4,Jai Hoihoi,한적하고 분위기 좋은곳,5
삼례책마을,4.4,Alo Homola,책읽기 좋은곳,5
삼례책마을,4.4,Solidcat J,2016.11.  헌책방 연합?,3
삼례책마을,4.4,임선우,책읽는 찻집,4
삼례책마을,4.4,ion zio (zioion),멋진 장소,5
삼례책마을,4.4,Do Choo,이상적인 공간...,5
삼례책마을,4.4,손길현,색다른 휴식공간,4
삼례책마을,4.4,최치현,인젹이 드물다.,5
삼례책마을,4.4,피곤한인생 (병따개),별로~~,3
삼례책마을,4.4,Moon Moon,좀 아쉽다,3
삼례책마을,4.4,Sewook Kim,,5
삼례책마을,4.4,U L,북&카페,5
삼례책마을,4.4,jongsung yoon,,3
삼례책마을,4.4,Stephen,,3
삼례책마을,4.4,jae sung shin,,5
삼례책마을,4.4,작은가로등,,5
삼례책마을,4.4,달달한콩이,,5
삼례책마을,4.4,김지혜,,3
삼례책마을,4.4,RatskellerAugs,,5
삼례책마을,4.4,이광섭,,5
삼례책마을,4.4,blackbyrd,,4
삼례책마을,4.4,hyungoo baek,멋진,5
삼례책마을,4.4,상욱류,,4
삼례책마을,4.4,QEKG S,,4
삼례책마을,4.4,조동준,,4
삼례책마을,4.4,"남자ᄅᄉᆞᄅᄒᄎᄉᄍ,박호준",,5
삼례책마을,4.4,김한주,,4
삼례책마을,4.4,엑소더스,,5
삼례책마을,4.4,alice younghee choi,,5
삼례책마을,4.4,Peter Shin,,4
삼례책마을,4.4,정성필,,4
삼례책마을,4.4,김지혜,,5
삼례책마을,4.4,Hyunsook Moon,,5
삼례책마을,4.4,Jaekyun Lee,,5
삼례책마을,4.4,Huidu Lee,,4
삼례책마을,4.4,SEULKI AHN,,5
삼례책마을,4.4,hyyh KK,,5
삼례책마을,4.4,김성수,,4
삼례책마을,4.4,Yeji Jang,,5
삼례책마을,4.4,길익균,,5
삼례책마을,4.4,달빛,,5
삼례책마을,4.4,김수아,,4
삼례책마을,4.4,My K,,4
삼례책마을,4.4,김펫두tv (김펫두),,5
삼례책마을,4.4,김은홍,,3
삼례책마을,4.4,sunghak ko,,5
삼례책마을,4.4,Jonghuk Yoon,,4
삼례책마을,4.4,Kim Kwang-chae,,4
삼례책마을,4.4,밍잉이,,5
삼례책마을,4.4,고재혁,,5
삼례책마을,4.4,신동수,,5
삼례책마을,4.4,SANGYEOP LEE,,4
삼례책마을,4.4,김현철,,4
삼례책마을,4.4,이성훈,,5
삼례책마을,4.4,송영길,,5
삼례책마을,4.4,이수정,,4
삼례책마을,4.4,박윤진,,5
삼례책마을,4.4,별판대감,,5
삼례책마을,4.4,오종식,,5
삼례책마을,4.4,이모란,,5
삼례책마을,4.4,뎨뎨,,5
삼례책마을,4.4,박기석,,3
삼례책마을,4.4,김상표,,4
삼례책마을,4.4,홍성휘,,4
삼례책마을,4.4,Soonho Lee,,4
삼례책마을,4.4,Joonho Lee,,5
삼례책마을,4.4,장효민,,5
삼례책마을,4.4,전소연,,5
삼례책마을,4.4,손병현,,3
삼례책마을,4.4,ceo bogori,,4
삼례책마을,4.4,만득이,,1
삼례책마을,4.4,김형진,,4
삼례책마을,4.4,괜찮아,,4
삼례책마을,4.4,뿡뿡,,5
삼례책마을,4.4,Kibyoung Kim,,5
삼례책마을,4.4,SNooPHEE L (b_Star),,5
삼례책마을,4.4,박진욱,,3
삼례책마을,4.4,Ho JO,,5
삼례책마을,4.4,전상진,,5
삼례책마을,4.4,이승열,,4
삼례책마을,4.4,김경모,,4
삼례책마을,4.4,김윤수,,4
삼례책마을,4.4,김현수,,5
삼례책마을,4.4,Shura,,5
삼례책마을,4.4,신승복,,5
삼례책마을,4.4,Thomas Giammarco,,5
삼례책마을,4.4,jae hyun lee,,5
삼례책마을,4.4,신영웅,,5
삼례책마을,4.4,김희지,,3
삼례책마을,4.4,강태원,,3
삼례책마을,4.4,정연기,,3
삼례책마을,4.4,가연,,5
삼례책마을,4.4,서주리,,5
삼례책마을,4.4,Geerak kim,,5
삼례책마을,4.4,박숙희,,4
삼례책마을,4.4,최주희,,5
삼례책마을,4.4,박상욱,,4
삼례책마을,4.4,김주연,,5
삼례책마을,4.4,ke Y,,5
삼례책마을,4.4,"양ᄂ승일,ᄒ",,4
삼례책마을,4.4,지민상,,5
삼례책마을,4.4,hyiseok yun,,4
삼례책마을,4.4,홍기혁,,5
삼례책마을,4.4,Jae-Cheol Lee,,5
삼례책마을,4.4,김희순,,5
삼례책마을,4.4,이광열,,3
삼례책마을,4.4,송하영,,5
삼례책마을,4.4,동암3회효천 황종석,,5
삼례책마을,4.4,Myungun Park,,5
삼례책마을,4.4,이인구,,3
삼례책마을,4.4,이선주,,4
삼례책마을,4.4,Howard Kim,,4
삼례책마을,4.4,이민호,,5
삼례책마을,4.4,Great E,,4
삼례책마을,4.4,Soon oh,,5
삼례책마을,4.4,SUN덕,,4
삼세오충렬사,4.0,조성두,한번도 안들어가봤음,4
삼천 2동 막걸리골목,3.6,David Hwang,"용진집막걸리. 다양한 메뉴, 가성비는 좋으나, 스페셜이 좀 약한듯 …, 붐비는 와중에도 서비스는 좋음",3
삼천 2동 막걸리골목,3.6,아낙郡守,"전주(全州) 삼천동 막걸리 골목에 자리한 💣전주막걸리집💣..커플상(2인)38,000원 푸짐한 한상차림..게장밥10,000원.별미(別味)...",5
삼천 2동 막걸리골목,3.6,Standard Ltd canada,"사장님 부부가운영중
패밀리상 오더후 다른손님(테이블)이 들어오신관계로 음식도 제대로 나오지 않고
서빙 보시는 남자 사장님 불친절 하시고 같이 가셨던 여성분들이 매우 불쾌해 하심
참고로 음식은 매우 맛이없었고 돈이 아까웠다",1
삼천 2동 막걸리골목,3.6,IN-A JEONG,"음식들이 다 맛있습니다
사장님이 계속 돌아다니면서 리필되는거 더 주시려하고 너무맛있고 즐거운 식당입니다",5
삼천 2동 막걸리골목,3.6,이승훈,"전주막걸리집에 다녀왔습니다.
처음엔 탁주로 두번째엔 맑은걸로 먹었는데 기본적으로 안주는 마시기 좋게 나왔고 아침 속도 편안합니다.",5
삼천 2동 막걸리골목,3.6,탱고릴리,"여행중인데 주변에 숙박할 곳이 한 군데도 없음. 가장 가까운 곳에 숙소잡음.
숙소에서 차를 놓고 이동하는데 기본요금보다 조금 더 나오는 거리인데 택시가 잡히지 않음. 버스도 노선이 없음. 검색 끝에 버스타고 옆동네에 내려서 15분정도 걸어갔음. 집에 갈 때도 택시 안잡힘. 대략 난감.",3
삼천 2동 막걸리골목,3.6,JeongYoung Lee,"토요일에 갔는데 사람 많네요. 휴가철이어서 그런지도 모르겠지만, 의외로 현지인들이 많아보였습니다. 인기 많은 곳은 웨이팅 엄청 길고 없는데는 정말 없네요. 적당히 사람 있는 곳 들어가서 잘먹고 나왔습니다. 음식이 맛있는지는 잘 모르겠지만 그래도 워낙 종류가 많이 나와서 먹는 재미가 있었습니다. 4인 스페셜 세트 8만원에 막걸리랑 소주 더 시켜먹고 11만원 나왓습니다.",4
삼천 2동 막걸리골목,3.6,한상용,"10살 아들이 처음으로 홍어 먹은날.
다시는 안먹겠다고하네요ㅎㅎ

호불호가 있는 음식이죠",4
삼천 2동 막걸리골목,3.6,sunhyang Gim (우주),"거리에 주차가 너무 복잡하게 양쪽으로 대어 있어서 운전하기에 너무 힘들었어요ㅜ
위험 천만했어요.주차 문제 단속하지 않으면
개선되지 않을듯 싶습니다.
동네에 공영주차장도 잘되어 있던데 왜 다들
그러시는지ㅠ",1
삼천 2동 막걸리골목,3.6,햄톨이,"남도집  현지인이 추천한집  가짓수만채우고 모든지 단품메뉴 추가요금  3~4인  65,000원  가성비 너무허접하고  불친절함  가려했던곳은  용진집인데 여긴  원주인이 4년전쯤  팔고 나감  용진집은  직접   음식을  만들지않고  완제품을  받아다 파는  거라고 현지인이  말해줌  전주는  예전 명성이지  누군가에게  추천해줄곳은 못됨   별로 안좋았음  숙소는  좋았음",1
삼천 2동 막걸리골목,3.6,강JH,"술과 음식을 먹을때 만족하는 두가지 경우(사견)
1. 음식이 아주 맛 있는경우
2. 음식 맛을 그냥저냥 이지만 가지수가 많은 경우
이곳은 2번째가 맞을듯요.",5
삼천 2동 막걸리골목,3.6,김오영,"막걸리 한 주전자 시킬 때마다 안주가 새로 푸짐하게 나온다는 말은 소문일 뿐.
가격도 비싸고 생각만큼 많은 집도 없었으며 친절함이나 푸짐함도 없는 듯.
굳이 여기까지 오실 필요는 없는 듯",3
삼천 2동 막걸리골목,3.6,박현주,용진집이 제일 유명하다고 그래서 다녀왔어요. 맛은 그냥 평범하더라구요. 그래도 커플상이니 가족상이니 한상 먹구나면 배부르고 알딸딸해요. 그렇다고 엄청 특색있고 그런건 아니고 평범하고 너무 관광지화된 느낌도 있어염. 다양한 종류를 조금조금씩 맛볼 수 있다는게 매력인 것 같네영,3
삼천 2동 막걸리골목,3.6,PARK까도년,"남도집 방문
음식 나오는 순서가 뒤죽박죽
찬음식부터 따뜻하게 나오던지
아님 반대로 나오던지
그러니 음식은 다 남기고 맛도 없고
최악이다 진짜",1
삼천 2동 막걸리골목,3.6,오야홍,"가성비 완전별로네요
음식이 특별히 맛있는것도없고..메인안주라고 할것도없고...그냥 다른곳가서 메인안주하나  시켜서 막걸리 마시는걸 추천합니다.
옆테이블에서 그냥 먹을것없이 집반찬 깔아놓고 술 마시는거같다고하던데 백퍼 공감했습니다",1
삼천 2동 막걸리골목,3.6,양해적,"복막걸리를 다녀왔는데 정말 좋았어요.
사장님 친절하시구 음식도 다 맛있네요.
다음에 또 갈거에요 강추합니다",5
삼천 2동 막걸리골목,3.6,뽀미,"유명 유튜버(지금  바가지로 들어서 댓글 못적게 막아놨쥬) 가 소개한 용**막걸리 갔는데,
기대가 너무 컸나봐요. 음식이 짜. 명성에 비해 별로라는거지  나쁘다는 건  아님",3
삼천 2동 막걸리골목,3.6,Minho Park,"종류는 다양하지만 품질 낮고 손가는 안주가 없어 가성비가 별로 안좋음.
매스컴 덕택으로 연명은 하지만 현지인들로부터 좋은 평을 받지 못하고 외지 손님 방문시 한번 정도는 재미삼아 가보지만 재방문 의사는 없다고들 평가함.
늦은 오후부터 술추렴을 하다가 거리로 쏟아져나와 무분별하게 흡연하는 사람들과 도로를 점령한 불법주차 차량들로 인해 어지간하면 통행조차 꺼려지는 골목임.",1
삼천 2동 막걸리골목,3.6,술꾼이도,"엄청난량에 비해 먹을게 없더군요
여기가 ""음식물 쓰레기 양성소""아닐까 하는  생각을 해봅니다
사진에서 봤듯이 거의다 남겼어요
더군다나 막걸리 한 주전자에
18,000원 이라니~~
집에서 그냥 드세요",1
삼천 2동 막걸리골목,3.6,yonggak,"1. 사람 많음.
2. 차는 두고 가길.
3.음식나오는 속도에 술먹다 쓰러질수있음.
(페이스 조절 잘하는걸 추천)
4. 다양하게 나오니 술드시러오는분과 가족외식이 같이 이루어짐.
5.첫주전자는 큰걸로 줌. 두번째부터는 반절 사이즈로 바뀜.",4
삼천 2동 막걸리골목,3.6,미니미니미,"가격대비 음식 나오는거 실망입니다
이름만 소문난 집들 뿐이고 음식나오는 속도 또한 느립니다 앉아서 주문하고 술만 가져다 주고 25분내내 기본찬거리 하나 나오지 않았습니다 추천안함",1
삼천 2동 막걸리골목,3.6,double life,막걸리골목 3번째 방문중 가장 괜찮았던 곳!! 또 전주여행 가면 재방문 하겠습니다! 맛!친절!굿!,5
삼천 2동 막걸리골목,3.6,놀면 뭐먹니?,"막걸리 골목 유명하다고 해서 갔는데
첫방문이 마지막 방문이 될 예정

수많은 반찬은 별로였고, 메인도,,,,
하다 남은 음식 다음에 내어주는 느낌

정말 이렇게 맛없는걸 돈 받을 수 있다니

그리고 정말 본인들도 먹어봤는지 모르겠다",1
삼천 2동 막걸리골목,3.6,김대순,"명불허전입니다.
다양한메뉴와 함께 목요일에만 주는 육회서비스가 일품입니다.
친절하고 좋아요~!!!",5
삼천 2동 막걸리골목,3.6,조인환,"소문보다 별로..비싸고.마지막 육회라고 나온것이 .결정적으로  재탕한 고기가 무말랭 이 하얗게  맹탕인게 정나미가 뚝..다시는 가지않기로!,",3
삼천 2동 막걸리골목,3.6,최종권,"가성비 좋습니다, 맑은 막걸리 먹다보면
요리가 맛있는지 맛없는지도 따질것도
없구요. 전주가서 한번은 들릴만해요..^^",4
삼천 2동 막걸리골목,3.6,정상하,"먼저왔는데 제일늦게온 테이블에만
계속 먼저먼저 음식 갔다주네요ㅡㅡ
왜 착한사람을 나쁜사람으로 만드는지!
전반적으로 찬들이 짭니다",1
삼천 2동 막걸리골목,3.6,김동훈,여러음식 골라먹는 재미가 있고 가격이나 맛은 평준화되어 있음 간다면 커보이는집 사람 많은곳으로 ㄱㄱㄱ,4
삼천 2동 막걸리골목,3.6,나여나,"남도집
막걸리
사장님 내외분이 인성 갑이시고
늘 품질 좋은 식자재로
손님들의 입안을 행복하게 해주는 곳
저녁에 줄을 서는 이유가 있는 곳",5
삼천 2동 막걸리골목,3.6,박주옥,2인커플상 막걸리 시키면 요렇게 안주가 셋팅 됩니다 다양하게 맛볼수 있어조아요. 근데 결국은 먹는것만 먹게되요 ㅎ,4
삼천 2동 막걸리골목,3.6,Dajung Lee,"20가지 정도 반찬에 한상 거했는데 젓가락 가는게없네요. 최악ㅡ
무조건 주문해야하는 한상ㅡ 정말 최악
별  한개도 아깝다. 별 마이너스는 없나?",1
삼천 2동 막걸리골목,3.6,하민수,"2인 38000원
나를 큰기대..,파빵 예전20000원 때보다 헐씬 못함
3.4인 68000원 와  이건  ..
절대 절대 호구 당하지 맙시다.
전주 막거리 다 옛 말이더군요.
떼돈번 상인만 있을뿐...",1
삼천 2동 막걸리골목,3.6,한국인의 Life진아,"전주 오시면 막걸리 골목은 필수에요, 현지분들도 많이 찾으시는 한상에 얼마이런식으로 내어주시는 수많은 슦다시에 감동입니다 그속에 맛집을 찾아보아요 강추강추!!",5
삼천 2동 막걸리골목,3.6,이주성,"최악 입니다
티비에서 보고 갔었는데 안주 팔만원 막걸리 2통사이다1 한주전자 일만팔천원 엄청비싸요
돈도돈이지만 인원이 7명이라고 안주를 2상시키라고함",1
삼천 2동 막걸리골목,3.6,A A,지금처럼 별도의 세트 구성을 시키는게 아니라 막걸리만 시키더라도 안주를 무제한 제공해주던 그 시절이 그리울뿐….,3
삼천 2동 막걸리골목,3.6,Steven Hwang (아쭈s),막걸리와 안주의 조합이 최고!!,5
삼천 2동 막걸리골목,3.6,우루우루,글쎄요… 술마실 생각에 택시타고 갔다가 그냥 왔어요. 가격은 비싸고 실속없어보였어요.,3
삼천 2동 막걸리골목,3.6,박민희,"엄청 기대하고 한옥마을에서 택시까지 타고와서
구글리뷰  참고해서 들어온 옛촌막걸리
그닥 별로입니다
기본 반찬도 없고 세트 메뉴나 기본 메뉴를 시키지 않고 막걸리와 단품안주만 시키면 찬없음
다시는 안오겠습니다",2
삼천 2동 막걸리골목,3.6,K. S. Lee,전주 가면 가맥집하고.. 막걸리는 꼭 먹어봐야 함. 막걸리 한 주전자에도 이렇게 다채로운 안주를 먹을 수 있구나..,5
삼천 2동 막걸리골목,3.6,조민경,로컬에겐 모르겠지만 여행객이라면 한번쯤 가볼만은 해요. 음식이 엄청 맛나거나 한건 아니었어요.,5
삼천 2동 막걸리골목,3.6,Katelyn Lee,막걸리골목 요새는 사람이 별로없네요 전체적으로 가격이 너무 비싸졌어요ㅜ 관광지화된 느낌....그래도 다행히 막걸리는 맛있었다...,3
삼천 2동 막걸리골목,3.6,윤선영,지저분하고 그냥 그랬어요. 뭐 특별한줄 알고 전주까지 갔는데.. 다시 갈것 같진 않네요,1
삼천 2동 막걸리골목,3.6,조슬기,"반찬 가지수만 많을뿐 하나하나 음식에 성의가 없음
게장먹으려면 커플상 기준 3~3.5만원을 써야하는데 그냥 게장 무한리필집이 퀄리티나 양이나 훨씬 나음
여기갈바에 그냥 안주 하나 잘하는 막걸리집 가는게 좋을듯",2
삼천 2동 막걸리골목,3.6,겨울잔설,"굶고가야지만 모든 안주를 다 먹을 수 있음.
안주가 너무 많이 남아 아까움.
한번은 가지 두번은 가지 않을듯...",2
삼천 2동 막걸리골목,3.6,황다검,소개 받아서 갔는데.....와우!! 배터지게 잘먹었습니다 ㅎㅎ 2인상 38.000원 짱이네요 !! 다음에 전주가면 또가려구요 ㅎㅎ,5
삼천 2동 막걸리골목,3.6,이보배 (린),안주 많고 다양해요 맛있게 잘 먹었어요^^,5
삼천 2동 막걸리골목,3.6,Jk Kim,역시 전주 미식의 도시 답게 맛나고 가성비도 좋고 분위기도 좋습니다 용진 막 걸리 강추입니다,5
삼천 2동 막걸리골목,3.6,어지용,"옛 생각하고 갔다가 너무실망!
가격에비해 상차림이 너무 허술했슴.
삼천동막걸리골목이 다 비슷할것같아서 다신 안갈거임!",1
삼천 2동 막걸리골목,3.6,wildking,막걸리집들이 모여 있어서 좋다. 주변에 공용주차장이 있어서 주차도 편함.,4
삼천 2동 막걸리골목,3.6,이승연,"방송만 겁나 ...
실제는 별로인듯요
간장게장만  먹을만했어요
아마도 코로나 때문인듯도하고...",1
삼천 2동 막걸리골목,3.6,홍병혁,"종류도 다양하게 나오고
친절도 하시고 맛있습니다",5
삼천 2동 막걸리골목,3.6,천지니,"깔끔하지 못하지만, 다시 소란스러운 분위기에서 정을 느끼고 싶으면.  또는 안주 잘 드신분들에겐 좋습니다.",3
삼천 2동 막걸리골목,3.6,구향기,"지금은코로나로손님이많지않아음식이따끈따끈하지못하네요
빨리회복되기를ᆢ",3
삼천 2동 막걸리골목,3.6,오병준,"지인들하구 꼭한번 가볼만한곳ㆍㅎ
깨끗한막걸리 강추
찬종류 넘많아서 좋아요ㆍㅎㅎ",4
삼천 2동 막걸리골목,3.6,엄기태,"용진집 전에가밨다가 간만에 갔내여
이름값은 하져! 비오는 오늘이 유난이
맛있내여 ^^",5
삼천 2동 막걸리골목,3.6,꾸몽,"커플세트로 맛있게 먹었어요
막걸리가 너무 맛있어요",5
삼천 2동 막걸리골목,3.6,최광호,그냥 맛있는 메뉴하나에 막걸리 먹는게 훨씬 좋을거 같아요,2
삼천 2동 막걸리골목,3.6,김영범,"여러가지 나오는데요
맛이 업네요
구미서 일부러 머으러 갔는데 대실망 이예요",2
삼천 2동 막걸리골목,3.6,황지욱,친구들과 같이 먹은 투명막걸리 한잔...너무 깔끔하고 맛있어요.,4
삼천 2동 막걸리골목,3.6,최빠샤,"앞으로 절대 안가겠음!!
3만원 짜리 횟집 쓰끼다시도 그것보다 나음
맛도없고 최악임",1
삼천 2동 막걸리골목,3.6,안계인,"어릴적 옛 추억의 막걸리 골목들의
아련한 향기는 옅어졌지만
추억을 그려보는
시간 여행의 거리입니다",4
삼천 2동 막걸리골목,3.6,윤은영,"꼭 상차림을 주문해야 한다네요.
막걸리 한, 두잔은 먹을 수가 없어요",1
삼천 2동 막걸리골목,3.6,신어진,"세번씩 갈아치우는 상, 맛있게 먹었어요
숙취는 있었지만...",5
삼천 2동 막걸리골목,3.6,Myungjoon Kim,많은반찬을 보는 즐거움 보다는 맛있는 반찬을 먹는 즐거움이 아쉽다,4
삼천 2동 막걸리골목,3.6,권타,"다양한 먹거리
친절한 사장님
아주 기분좋게 먹고 왔습니다~!",5
삼천 2동 막걸리골목,3.6,노진원 (멋쟁이),각각의 집마다 색다른 특징이 있습니다 ^^,5
삼천 2동 막걸리골목,3.6,최영철,푸짐한 한상차림 전주의 정이 느껴지네요,4
삼천 2동 막걸리골목,3.6,김영익,"전주 막걸리 골목을 가보니 명성하고는 다르게 너무 실망을 했습니다.
재 방문 의사 없습니다.",2
삼천 2동 막걸리골목,3.6,전해,"소문난 잔치 먹을게  없다.
반찬  가지수많고 먹을게 없고 비싸기는  넘",2
삼천 2동 막걸리골목,3.6,NEW winner,전주에 온다면 반드시 가야할 곳. 분위기 너무 좋아요,5
삼천 2동 막걸리골목,3.6,Jerry Kim,안주 다양하고 미리 만든게 아니라서 따뜻해서 좋음. 배터질거 같음,4
삼천 2동 막걸리골목,3.6,임영균,"조금은 상업적인 면이 있었으나
분위기나 맛은 좋았습니다",4
삼천 2동 막걸리골목,3.6,쥬스,안주 가짓수가 많아서 좋긴한데 막걸리가 좀 비싼감이 없지않아 있음,4
삼천 2동 막걸리골목,3.6,커영이커영이,평소에 접하지못하던 안주가 많아요. 해물 싫어하시는분들은 비추,4
삼천 2동 막걸리골목,3.6,서은복,가격은  비싼데  차려지는  안주는 종류만  많을뿐  맛도없고 허접함,4
삼천 2동 막걸리골목,3.6,소금깨,전주사는 사람들은 안가는 이유: 사람들이 너무많다.,3
삼천 2동 막걸리골목,3.6,Hana Lee,막걸리 한주전자에 다양한 안주를 맛볼 수 있음,5
삼천 2동 막걸리골목,3.6,반용호,너무좋아요 행복하게 맛나게 먹고갑니다,5
삼천 2동 막걸리골목,3.6,As Danyea,"막걸리와 다양한 안주를 저렴한 가격에
즐길수 있는곳",5
삼천 2동 막걸리골목,3.6,Eunjong lee,종류는 많지만 먹을건 별로 없었던..,1
삼천 2동 막걸리골목,3.6,최성임,"예전 정취가 없어요ㅠ
공장 같은 느끼뮤
예전 아주머니들 있던 때가 그리워요",2
삼천 2동 막걸리골목,3.6,이상욱,생각했던거 보다  형편업네요 다시는 기고싶지 않아요,1
삼천 2동 막걸리골목,3.6,장영민,"푸짐 하게 한상
오랬만에 친구와 잘먹고 갑니다",5
삼천 2동 막걸리골목,3.6,조민경,일요일 저녁이라 다른덴 다 휑한데 여기만 북적북적 하네요.,5
삼천 2동 막걸리골목,3.6,정복아,"티비에서 보고 기대를 안고 방문했는데
너무실망해서 두번다신 안갈듯~",2
삼천 2동 막걸리골목,3.6,이종철,불친절하며  비싸고 맛과써비스가 좋지않음,1
삼천 2동 막걸리골목,3.6,이수하,"전주막걸리의 명성 그대로~
깔끔하고 좋습니다.",5
삼천 2동 막걸리골목,3.6,부산갈매기,현지인은  안가고  관광객만  간다는  택시 기사님  말씀,3
삼천 2동 막걸리골목,3.6,지용운,예전생각에 찾았는데 이젠 그옛날 전주막걸리 골목이 아니네요 ㅠ ㅠ,2
삼천 2동 막걸리골목,3.6,정종우,싼 값에 배불리 먹을 수 있다.,4
삼천 2동 막걸리골목,3.6,개망초,"먹을만해요
근데 20년전 맛은 아닙니다",4
삼천 2동 막걸리골목,3.6,용용팸,"짜고 맛없고 절반이상 남기고...
두번다시는 안가요~~",1
삼천 2동 막걸리골목,3.6,최오덕,메인안주가 처음으로 나왔으면 좋겠을것을....,3
삼천 2동 막걸리골목,3.6,j w,상다리 부러지게 2층상 먹고 싶으면 강추,5
