관광지이름,총점,이름,내용,별점
전주드림랜드,4.2,Chae Junghun,"대부분 어린이를 위한 숙소이며, 다소 낡았지만 아이들은 이곳에서 너무 행복하고 가격도 저렴합니다.",5
전주드림랜드,4.2,Suraj More,전주에서 가장 좋은 곳. 전북대학교 근처에도 있어요.  한두 번 방문하면 꿈나라와 동물원에서 매우 재미 있고 즐겁습니다.,5
전주드림랜드,4.2,Kiki Koppers,방문하지 않는 것이 좋습니다! 동물들은 야생에서처럼 움직일 수 있는 공간이 많지 않고 매우 비참해 보입니다.,1
전주드림랜드,4.2,janna saidova,"주말에 아이들과 산책하기 좋은 곳.. 미니 동물 동물원도 있고 어트랙션도 있고,,",5
전주드림랜드,4.2,Cécile “Quelque part”,"나이에 맞는 매력, 어린 아이들을 위한, 정말....",2
전주드림랜드,4.2,Sugar Suvdanchimeg,방문하기 좋은 곳,5
전주드림랜드,4.2,백년지기,,5
전주드림랜드,4.2,정현미디어 TV,,4
전주드림랜드,4.2,Kisung Chun,가족과 함께 방문하기를 강력히 권장하는 아름답고 잘 조직된 동물원입니다.,5
전주드림랜드,4.2,โรส เอง,우리는 정오 이후에 와야 해요.,5
전주드림랜드,4.2,Chinna Babu,놀라운 동물원. 즐기기에 너무 좋은 곳 😊…,5
전주드림랜드,4.2,백선숙,,5
전주드림랜드,4.2,이석미 (윤아맘84v쌍용동),,4
전주드림랜드,4.2,Young Bum Sung,,4
전주드림랜드,4.2,아오리,,5
전주드림랜드,4.2,닥터여행즈,,5
전주드림랜드,4.2,Paul Yeager,"꽤 좋고, 정말 저렴해요. 딸이 그것을 좋아했습니다!",5
전주드림랜드,4.2,Tuul_ asme,ㅋㅋㅋ... 여기 누구였지? 🙌…,5
전주드림랜드,4.2,이은정,,5
전주드림랜드,4.2,안도원,,4
전주드림랜드,4.2,Hoon Shim,,5
전주드림랜드,4.2,캠핑생각,,4
전주드림랜드,4.2,jair cruz,매우 좋은,5
전주드림랜드,4.2,Js KIm,Good,5
전주드림랜드,4.2,이은성,,4
전주드림랜드,4.2,Peace Maker,,5
전주드림랜드,4.2,한준곤,,4
전주드림랜드,4.2,Ki-joon Kim,,5
전주드림랜드,4.2,오지 (OJY 티비),,3
전주드림랜드,4.2,Lovely Ming,,5
전주드림랜드,4.2,용원차,,5
전주드림랜드,4.2,Cherie Sunny,,3
전주드림랜드,4.2,ON Dohyun,,4
전주드림랜드,4.2,김화선,,5
전주드림랜드,4.2,BOHWAN KIM,,5
전주드림랜드,4.2,배가진,,3
전주드림랜드,4.2,구원회,,5
전주드림랜드,4.2,jaebyung hwang,,5
전주드림랜드,4.2,Lucy,,4
전주드림랜드,4.2,Wildon Chris,가장 오래됐지만 가장 좋음,5
전주드림랜드,4.2,김현민,,5
전주드림랜드,4.2,Jeremy Bissett,,5
전주드림랜드,4.2,Hio,멋진.,5
전주드림랜드,4.2,임 흥순,,3
전주드림랜드,4.2,원유민,좋은,5
전주드림랜드,4.2,Khim Sarith,너무 많은 사람들,4
전주드림랜드,4.2,Ochirbat Chinzorig,우와,5
전주드림랜드,4.2,Pramila Patil,좋은 곳이에요,4
전주드림랜드,4.2,Misty Chan,,5
전주드림랜드,4.2,Youngjun Kim,,4
전주드림랜드,4.2,박양순,,5
전주드림랜드,4.2,Hwang Miyoung,,5
전주드림랜드,4.2,김용국,,5
전주드림랜드,4.2,김혜숙 (해바라기미소),,5
전주드림랜드,4.2,이민우,,5
전주드림랜드,4.2,조근호,,5
전주드림랜드,4.2,꺄르꺄울,,5
전주드림랜드,4.2,박휘원,,5
전주드림랜드,4.2,권민혁,,5
전주드림랜드,4.2,에드워드,,5
전주드림랜드,4.2,노성민,,4
전주드림랜드,4.2,K KK,,3
전주드림랜드,4.2,이동우,,5
전주드림랜드,4.2,박미아,,5
전주드림랜드,4.2,김지훈,,5
전주드림랜드,4.2,미미귀여운 여인,,1
전주드림랜드,4.2,김순범,,5
전주드림랜드,4.2,짜박,,5
전주드림랜드,4.2,오병희,,4
전주드림랜드,4.2,다굥,,5
전주드림랜드,4.2,한동한,,5
전주드림랜드,4.2,Byung Il Min,,5
전주드림랜드,4.2,공은정,,3
전주드림랜드,4.2,Issrae Joudi,,5
전주드림랜드,4.2,도슬아빠,,4
전주드림랜드,4.2,조상호 (조콜),,4
전주드림랜드,4.2,진선미,,5
전주드림랜드,4.2,뽀롱뽀롱,,3
전주드림랜드,4.2,이성철,,3
전주드림랜드,4.2,정병기,,4
전주드림랜드,4.2,sang rae Park,,5
전주드림랜드,4.2,전민준맘,,5
전주드림랜드,4.2,김민석,,3
전주드림랜드,4.2,김옥자,,5
전주드림랜드,4.2,zenca save us,,5
전주드림랜드,4.2,한정봉,,5
전주드림랜드,4.2,히배기,,5
전주드림랜드,4.2,Lida Kovalenko,,5
전주드림랜드,4.2,Boram Kim,,4
전주드림랜드,4.2,강정민,,5
전주드림랜드,4.2,김성은,,5
전주드림랜드,4.2,신세계 Project,,5
전주드림랜드,4.2,권순화,,5
전주드림랜드,4.2,김경남,,5
전주드림랜드,4.2,이세윤,,5
전주드림랜드,4.2,인태선,,5
전주드림랜드,4.2,그려안그려tv유정열,,5
전주드림랜드,4.2,임인혜,,4
전주드림랜드,4.2,Bits,,5
전주드림랜드,4.2,Start J To be Great,,4
전주드림랜드,4.2,루둥이,,5
전주드림랜드,4.2,Gyung ho Jang,,5
전주드림랜드,4.2,eun young park,,5
전주드림랜드,4.2,이인창 (불꽃감지기),,5
전주드림랜드,4.2,강선생,,5
전주드림랜드,4.2,류재풍,,4
전주드림랜드,4.2,김진명,,3
전주드림랜드,4.2,Young Ok Lee,,2
전주드림랜드,4.2,송용주,,5
전주드림랜드,4.2,이동욱,,5
전주드림랜드,4.2,GENESIS G80 SPORT 3.3T HTRAC (칠삭둥이),,4
전주드림랜드,4.2,NEW GRANDEUR XG S30 슈퍼형 (칠삭둥이),,4
전주드림랜드,4.2,유유찬,,5
전주드림랜드,4.2,박동현,,4
전주드림랜드,4.2,Saith Faisal,,5
전주목판서화체험관,4.5,이정화,완판본은 내가 생각하는 완판 Sold out 이 아니라 전주의 옛이름인 완주본이었다 나의 무식함을 일깨워준 이곳은 찬찬히 둘러보며 이제야 전주에 왔구나하는 싶었다. 일욜이라 무인전시 진행중이었고 체험은 진행되지 않았지만 오픈되어 할려면 할수 있었다,4
전주목판서화체험관,4.5,지누리마루,"비 오는 겨울에 한복 입고 갔는데(중심에서 거리 가까움)경기전보다 전주향교가 한적해서 사진 찍기 좋고 체험은 미리 전화
신청해서 했는데 아주 유익한 시간이였습니다",5
전주목판서화체험관,4.5,K. S. Lee,예부터 전주는 종이와 출판문화의 중심이었던 곳이죠. 그에 대한 설명이 잘 되어있는 곳입니다. 한옥마을 온다면 꼭 한 번 들러볼만한 곳입니다.,5
전주목판서화체험관,4.5,S “farmax” Rhee,전주의 완판본이라는 문화유산을 배우고 느낄 수 있는 귀한 장소. 체험학습은 반드시 해봐야 할 경험.,5
전주목판서화체험관,4.5,hjhpuha,"완산의 판본, 즉 전주에서 출판된 책들이 전시되어있다. 비 오는날 실내에서 간단한 체험을 할 수 있어 좋았다.",4
전주목판서화체험관,4.5,모아잇다,무료로 내부구경하기종아요ㅎ아이들과하기좋은유료체험도있어요,4
전주목판서화체험관,4.5,Chang Bok Yoon,전주완판본체 폰트 애용,5
전주목판서화체험관,4.5,Hyun Jun Jang,"아이들 체험으로 딱 좋은곳!
전북투어패스로 이용가능하니 꼭 가볼곳!
단, 한옥마을에서도 외곽이니 참고하세요^^",5
전주목판서화체험관,4.5,GAMGO,"한줄평 - 봉사로 가면 행사도 구경하고 봉사도 하고 일석이조.

완판본 문화관 - 한옥마을 행사가 있으면 설명해주시는 분이 있을 정도로 방문객이 꽤 있습니다.

체험 - 한지 공책 제작해서 가져갈 수 있는 유료체험이 있습니다.

봉사 - 팁아닌 팁 제공하자면 해당 문화관엔 지하 세미나실이 있습니다. 규모 작다고 얕보면 안됩니다. 주로 데스크 행사안내는 잘 꾸미시는 분들이 하시고 나머진 청소정도로 빡세게 시키진 않고 널널하게 자유로이 행사 구경도 합니다. 점심시간에는 점심이 따로 제공되지 않아 봉사참여전 주변 음식점을 찾으시는 걸 추천합니다.

개인평 - 봉사로 갔는데 내부 분위기가 좋네요 ㅎㅎ",4
전주목판서화체험관,4.5,산들,특별한 경험을 할 수 있는 전주의 명소,5
전주목판서화체험관,4.5,문채콩,비오는 날  전주여행중   들러봄  평소에  접하기어려운 활자체험 재밋엇음  시간오래안걸리고 괜춘,4
전주목판서화체험관,4.5,배정민,"직원분들이 너무 친절하세요~
다음에 또 방문할께요",5
전주목판서화체험관,4.5,박종우,전주 한옥마을 옆에 위치해있어요,5
전주목판서화체험관,4.5,Hk Han,전주가 출판도시였다는 것과 목판을 만들고 책을 만드는 과정을 알 수 있다. 아이들 체험도 할 수 있어  좋아요.,4
전주목판서화체험관,4.5,김분승,한지책만들기를 했는데 과거 우리나라에서 어떻게 책을 만들었는지 알게 되어 너무 즐겁고 유익한 시간이었다,5
전주목판서화체험관,4.5,안현수,처마에 걸린 노을이 아름다워요,5
전주목판서화체험관,4.5,grimm미진,"한옥마을사업소에 갈일이 있어서
잠깐 스친곳입니다",5
전주목판서화체험관,4.5,최진호,동의보감어 대한 설명이 잘 되어 있어요,5
전주목판서화체험관,4.5,도깨비방망이 (도깨비방망이),공연을 하였습니다.,5
전주목판서화체험관,4.5,김치현,친절하고 잠시나마 쉬어가는 좋은 공간입니다,4
전주목판서화체험관,4.5,김원식,버스킹 음악 잘 듣고 왔네요,5
전주목판서화체험관,4.5,남아빠,옛날방식으로 책을 제작 체험을 할수있다,5
전주목판서화체험관,4.5,빅헤이,아는사람들만 올거같음.. ㅋㅋ,5
전주목판서화체험관,4.5,안정주,완판본문화관 입니다 반갑습니다!,5
전주목판서화체험관,4.5,윤찬근,완판본의 뜻을 이해함,4
전주목판서화체험관,4.5,강상현 (cicron),입구에 화장실 있어요.,5
전주목판서화체험관,4.5,황경숙,한번은 가볼만해욤,3
전주목판서화체험관,4.5,서제윤,좋아요.,5
전주목판서화체험관,4.5,김종욱,조아,1
전주목판서화체험관,4.5,김나윤,비빔밥축제현장,5
전주목판서화체험관,4.5,Town Traveller,"한국의 문화와 역사를 형성한 블록, 책, 종이 등 완판본의 역사. 전시물에는 영어 번역도 있습니다",4
전주목판서화체험관,4.5,半月涼,"전통행사를 할 수 있는 좋은 장소, 참여하게 되어 영광입니다",5
전주목판서화체험관,4.5,Kyle Sorenson,한국인들이 오래된 책을 인쇄하는 방법에 대한 멋진 학습 경험!,5
전주목판서화체험관,4.5,박병석,밖에서 봐도 좋은 곳. 들어가지 않았습니다.,4
전주목판서화체험관,4.5,지민선,,5
전주목판서화체험관,4.5,JM Kim,,1
전주목판서화체험관,4.5,ic huang,,5
전주목판서화체험관,4.5,ILDO PTE LTD,,5
전주목판서화체험관,4.5,Will Jones,,5
전주목판서화체험관,4.5,Han Gyul Song,,5
전주목판서화체험관,4.5,Joo Sung Lee,,5
전주목판서화체험관,4.5,MinWoo Lee,,3
전주목판서화체험관,4.5,Eddy Cho,,5
전주목판서화체험관,4.5,Siriiwan Chaicha,,5
전주목판서화체험관,4.5,김종윤,,5
전주목판서화체험관,4.5,홍진기,,5
전주목판서화체험관,4.5,Chongnyue Park,,5
전주목판서화체험관,4.5,Bang Fu,,5
전주목판서화체험관,4.5,멍랑,,5
전주목판서화체험관,4.5,김화선,,5
전주목판서화체험관,4.5,이양몽,,5
전주목판서화체험관,4.5,별판대감,,5
전주목판서화체험관,4.5,송갑석,,5
전주목판서화체험관,4.5,Seungbin Jo,,5
전주목판서화체험관,4.5,Amy Helein,,4
전주목판서화체험관,4.5,Yirim SONG,,4
전주목판서화체험관,4.5,한승룡,,3
전주목판서화체험관,4.5,Harabe,,5
전주목판서화체험관,4.5,김장식,,5
전주목판서화체험관,4.5,김윤수,,5
전주목판서화체험관,4.5,성심,,5
전주목판서화체험관,4.5,국일남,,5
전주목판서화체험관,4.5,승경,,5
전주목판서화체험관,4.5,표승훈,,1
전주목판서화체험관,4.5,grayson 2735,,3
전주목판서화체험관,4.5,안현준,,5
전주일몽,4.9,김현석,"가족들과 함께 체험하였습니다.
친절하게 알려주셔서 쉽게 하였고, 직접 만든 모주도 너무 맛있었습니다!",5
전주일몽,4.9,임채연,영상 보면서 진행하는 클래스인데 친구랑 담소나누면서 천천히 만들었습니다ㅎㅎㅎ 굉장히 힐링됐고 개인적으로 맛도 괜찮았어서  한번은 체험해보면 좋을 것 같습니다❣,5
전주일몽,4.9,ssemissi _33,분위기도 좋고 친절합니다. 체험 추천해요 갓만든 모주 맛있었어요!,5
전주일몽,4.9,이하나,"전주모주 클래스 28,000원
주차장 없음 / 실내화장실 남녀분리 / 예약 추천

전주 전통 음식인 모주를 직접 만들어 볼 수 있는 체험 공간입니다. 3가지(핑크, 기본, 건강한 맛)의 모주 중 선택할 수 있고, 시음하면서 곁들일 다과 약간과 완성된 모주 포장 패키지가 포함되어 있습니다. 네이버 후기, 인스타그램 공유 등 이벤트에 참가하면 1인 25,000원으로 할인이 됩니다.
모주를 만드는 작업은 어렵지 않았지만, 교육 영상을 보고 따라 만드는 것을 고려했을 때 비싸다는 생각이 들었고, 굳이 전주에서만 할 수 있는 체험은 아닌 것 같아 아쉬웠습니다.",3
전주일몽,4.9,주리코치,너무 재밌는 추억으로 남았어요 외국인들과 오기 추천!!,5
전주일몽,4.9,김주경,👌 좋아요 👍🏻,5
전주일몽,4.9,Claire D'Achille,매우 멋진 경험이었고 친구들과 즐거운 시간을 보냈습니다! :),5
전주일몽,4.9,Karen Ertrachter,모주를 만들어서 배우는 정말 좋은 경험이었습니다. 우리는 분위기를 즐겼고 서비스도 매우 좋았습니다. 영어 가능!,5
전주일몽,4.9,Debbie Young,핑크모주 만들기 재밌었어요!!!,5
전주일몽,4.9,42林建章,점원이 아주 친절해요,5
전주일몽,4.9,林金助,좋은!,5
전주일몽,4.9,정다슬,,5
전주일몽,4.9,林智輝,,5
전주일몽,4.9,Hyezzang (Chloe),,5
전주전동성당,4.4,유영진,"전주하면 한옥마을과 경기전이 대표적 상징같지만, 전동성당 또한 훌륭한 유산입니다. 👏👏👏
종교적 상징을 떠나서 우리의 역사 속의 한 장면으로 다가서는 것 같아서 멋진 장소이고, 성당의 건축양식도 멋집니다.😃
많은 관광객들의 사진찍기 명소이기도 하고요..
사진포인트에서 경비실 근무자께서 사진을 찍어주시기도 하시네요.. 관관객들의 호응과 감사에 보는 것으로도 흐뭇한 경험을 했네요..😄
시간되시면 실내도 개방하니까~ 조용히 앉아서 정면과 천장을 쳐다보는 것만으로도 힐링이 되더군요..🍀
실내에선 사진촬영 금지입니다.🙏
부속건물들의 건축양식도 멋집니다.👍",5
전주전동성당,4.4,Eunhee Kim,"정동성당 관리자분께서 친절하게 설명해주시고 친구들과 같이 사진도 찍어주셔서 너무 감사했어요. 카톨릭 신자분들은. 잠시 기도 올리는 시간을 가질수 있어요. 저도 본당에 들어가 친구들과 기도 드리고 나왔어요.
너무 좋은 시간이었습니다.",5
전주전동성당,4.4,HT KIM,"2025년 1월 방문.

역사가 깊은 성당입니다. 전주 한옥마을 내에 있어서 관광객에게도 인기가 있습니다. 사진 찍기 좋은 곳인데 낮에는 역광이라 사진찍을 때 방향을 잘 신경써야 합니다.

아래 내용은 관광객 여러분은 밖에서 사진만 찍고 돌아가실테니 크게 신경쓰실것 없습니다.

========================================
토요일에 방문했는데 특이하게 특전미사가 오후 4시, 6시에 두 번 있어서 4시 미사에 참석했습니다. 미사 잘 드리고 기분좋게 돌아가려는데 마지막에 띠용~~ 주임신부님이 뜬금없이 '그 지역' 다운 정치색을 드러내면서 ""*** *** ** 인용""을 위해 단체 기도를 하자는걸 보고 기겁을 했습니다. 종교인이면 종교인답게 조용히 속세를 떠나 살아야 한다고 생각합니다. 그렇게 정치에 참여하고 싶으면 다른 사람들 분심 생기게 미사 중에 물 흐리지 말고 스스로 옷 벗고 '그 정당'에 가입해서 진흙탕에 뛰어드세요. 그렇지 않아도 21세기에 과학/기술이 발전하면서 점점 종교가 설 곳을 잃어가는데 이런식으로 행동하는 것이 종교계에 어떤 영향을 미칠지 다시 한 번 생각해보시기 바랍니다.",4
전주전동성당,4.4,EUNYOUNG,사진 예쁘게 나오는곳. 기도하실분은 미사시간 아니면 성당 안으로 들어갈 수 있는듯,5
전주전동성당,4.4,전기남,"전동성당 미디어아트 빛의 동행 쇼 보고옴
저녁에 갔는대도 사람들이 많음
7시에 시작한다고했는데 7시 넘어서 시작함,,,
아기가 있는데 시간 좀 지켜줬으면!!!
암튼 빛의 동행 쇼는 15분 한다고함
아기가 있어서 조금만 찍고 보고 돌아옴",4
전주전동성당,4.4,권오윤아윤TV,"영화에도 나오구 유명한 성당
전주한옥마을 메인도로에 있으니 꼭 가고시길",5
전주전동성당,4.4,이**,"금요일 저녁에는 20분동안 멋드러진 미디어아트(일시적인 행사인 듯) 보고 왔고요. 토욜 새벽 6시에 미사도 드리고 왔습니다.
분심을 일으키지 않으려는 것인지 실내 사진은 못찍게 되어 있네요. 아쉽~ㅠ
성스러운 곳입니다.",5
전주전동성당,4.4,Grace Ryu,"전주 전동성당 (2025.01)

전주 한옥마을에 위치한 성당.
2025년 희년을 맞아, 전주를 방문했다면 꼭 들려봐야 할 성지.
미사 시간에는 외부인 출입이 되지 않기에 관광목적이라면 시간을 확인해 보고 방문 할 것.
미사 오신 분이라면, 출입구에서 말씀드리고 내부에 주차 가능함.

미사시간
평일 오전 11시(화-금)
토 오후4시(순례자 미사)
주일 10시 30분(교중미사), 오후 5시",5
전주전동성당,4.4,Andrew Kim,전주의 명물 전동성당. 개인적인 경험으로 성당이나 성곽은 조명때문인지 밤에 보는게 더 예쁜것 같아 밤에 방문했다. 주변은 조용하고 오롯이 전동성당에만 집중할 수 있어 좋은 시간이다.,5
전주전동성당,4.4,안효진,100년이상의 역사를 간직한 전라도 최초의 로마네스크양식의 서양식 성당및 순교성지입니다 많은 분들이 관광지나 역사적 명소로서만 다녀오시는데 가톨릭신자가 아니더라도 주말 10시30분 미사도 보시고 기쁨행복충만한 기운 받고 오시면 더욱더 뜻깊은 날이 될거 같아요,5
전주전동성당,4.4,Ryan Kim,"오래된 역사가 있는 성당 입니다
국내에 있는 성당 중 역사가 있는 몇 안되는 성당입니다",5
전주전동성당,4.4,새론하미,아침일찍 도착하니 한적하고 조용해서 사진찍기가 좋았다.경비 아저씨가 친절하게 해주셔셔 흡족했고..건물의 웅장함과 엄숙함에 고개가 저절로 숙연해지고.괜시리 벅차다고나 할까?,5
전주전동성당,4.4,레구뿌,"평일에 다녀왔어요
큰 규모는 아니지만 너무 예쁜 성당이었습니다
미사를 하지 않을때 내부도 들어갈 수 있었는데
정말 내부가 예쁘더라구요
감동이었습니다
내부는 사진촬영 금지라 사진을 찍지 않았는데
너무너무너무 예뻐서 꼭 가보시길 추천해요
내부가 너무 아기자기하고 아름답습니다",5
전주전동성당,4.4,오연주,"미사드리고 고백성사도하고 묵상도 하고 좋다.월~금 11시미사.화~금6시 미사.성인들의 유해가 성당 제대에 계셔서 묵상하기도좋다.
성물도 구입하기 좋다.",5
전주전동성당,4.4,Jjj K,"대한민국의 3대 성당이에요. 서울 명동성당, 대구 계산동 성당, 전주 전동성당. 그리고 우리나라 최초의 순교터이기도 해요. 최근에 2020.6~2022.12까지 오래된 벽돌과 창호를 보수해서 더욱 보기 좋아요. 초대 신부인 보두네 신부(한국 이름 윤사물) 흉상도 보실수 있어요. 주말에는 성당 미사 시간 피해야 들어갈 수 있어요. 평일에 시간 잘 맞추면 성당 내부를 조금을 볼 수 있다고 하는데 월요일 11시쯤에 방문한 우리 가족은 성당내부를 들어가서 볼수는 없어서 조금 아쉬웠어요. 영화 약속의 촬영지로도 유명하구요. 전동성당을 둘러보는데는 10여분이면 되요. 물론 날씨가 적당히 덥고 바람이 분다면 더 많은 시간 둘러보면서 조경도 보시고 야외 조각물을 보는것도 아주 좋아요.",5
전주전동성당,4.4,문희승,"천주교 전주교구 성당.
사적 제 288호.
1791년(정조 15년) 신해박해 당시 가톨릭 신자였던 윤지충 바오로와 권상연 야고보가 최초로 순교했던 터.
1889년(고종 26년) 프랑스 파리외방전교회 소속 보드네 신부가 부지를 매입하고 경술국치 이후인 1914년 프와넬 신부가 설계하여 완공.
기본적인 고딕 양식의 주조에, 비잔틴 양식 돔으로 마무리.",5
전주전동성당,4.4,Junwoo Bae,"한국을 대표하는 3대 성당 중 하나인 전동성당을 구경했습니다. 조선시대 한국 천주교의 첫번째 순교자가 나온 곳이라 굉장히 중요한 성당이라고 하네요.

성당 건물 자체의 건축미도 훌륭합니다. 명동성당과는 또 다른 멋스러움이 느껴지네요. 명동성당 주변은 너무 건물들이 많아서 상대적으로 성당이 작아보이는데 전동성당은 주변에 큰 건물이 없이 탁 트인 공간에 우뚝 솟은 성당이라 오히려 더 커보입니다. 유럽 돌아다니면서 보던 그 어떤 성당들에게도 꿀리지 않는 아주 아름다운 성당입니다.

천주교를 믿는 신도는 아니지만 성당 건물을 한바퀴 돌며 평안함을 느꼈습니다. 복잡한 주변과 분리되어 차분함과 안정을 되찾게 해주는 곳이네요.",5
전주전동성당,4.4,Gunwoo Kim,풍경이 아름다운. 일요일  미사관계로 12~16시까지 개방. 사진 찍기 좋은...,5
전주전동성당,4.4,YH B,"모든 직업, 업종을 막론하고 그 분야에서 최선을 다해 일하느라 바쁜 현대인들의 고뇌와 번뇌를 일시적으로나마 위안을 느끼게 하는 100여년 전통의 성당 입니다...",5
전주전동성당,4.4,KM Kim,엄숙한 분위기. 마음이 차분해지는 곳입니다.,5
전주전동성당,4.4,cookie .M.,"비록 종교인은 아니지만 가봅니다.
웅장함과 우리나라에서 보기힘든 건축물..사진은 못찍었지만
내부도 정말 아름답습니다.
유럽 어느 성당에 들어온 기분..
사진은 못찍게해도 꼭한번 내부에서 묵념 정도 하고나오시길 추천드려요^^",5
전주전동성당,4.4,소랑,"명동성당보다 훨씬 아름답습니다.
근처에 경기전, 한옥마을, 풍남문이 있습니다. 남문시장도 있으니 구경하고 식사도 하고 하루 천천히 둘러보세요",5
전주전동성당,4.4,박경호,"종교를 믿느냐를 떠나서 산에 가서 사찰을
보는 것이 문제가 되지 않듯이 전주에 오신
다면 이곳 전주 전동(殿洞:경기전이 있는
곳이어서 전동이란 지명)에 있는 전동성당을
반드시 보실 것을 추천드립니다. 우리나라
최초의 천주교 순교자인 윤지충 바오로와
권상연 야고보가 이곳 성당이 있는 곳에서
순교한 곳에 지어진 성당입니다.

명동성당.약현성당과는 또 다른 모습으로
힐링이 되는 장소입니다.",5
전주전동성당,4.4,최윤창,관리가 잘되어 있고 실내도 들어가 볼 수 있어 좋음,5
전주전동성당,4.4,Shine Yun,"12시이후에 일반관광객 입장가능해요
순교자 5분이 성당안에 계시고
종교를 가지고 있지는 않지만
의미 있는 장소에서 잠깐의 시간을 가지는 것도
의미가 있었음",5
전주전동성당,4.4,Phillip Jai,"전주 출장 갔다  잠시 들렸던 정동성당  오래된 성당 건물이 아주 멋진 모습을 하고 있습니다.
지금은 수리중 이었지만 그 모습은 상당히 고딕하고 멋진 모습  입니다. 전주가 상당히 카톨릭 신자분들이 많은것 갔아요 성당도 생각보다 많고요  이곳 정동성당도 성지 이고요
전주 가시면 한옥마을 가시면 이곳 정동성당도 가보세요",5
전주전동성당,4.4,Howard Hahn,"고풍스럽고 은근히 큰 전동성당
전주여행오면 꼭 들리는 유명 관광지",4
전주전동성당,4.4,CHAN,"(2023.08.05 방문) 그 웅장함에 압도 당함. 외관은 경기전 좌측 한옥에서 보는게 멋지고, 내부는 꼭 들어가보길 권한다. 본인의 종교가 뭐든 들어가 봐야 한다. 스테인글라스에서 들어오는 색색의 아름다운 빛의 향현. 아름답고 벅차다.",5
전주전동성당,4.4,Mottebitneu,"한옥 마을에 들렀다가 돌아가야 하는 시간이 되었을 때 잠깐 들렀다. 100년의 흔적과 그 시간을 견뎌 낸 비밀을 알기에 턱없이 부족한 시간이었지만, 입구에서부터 느껴져온 무게감은 예사롭지 않았다. 사람들이 무쟈게 많았는데, 성도들이 아니고 나처럼 성당을 구경 온 국내외 관광객들로 보였다. 비록 관광을 목적으로  들렀을지라도 찾아오는 그 마음 한켠에 평화와 사랑을 생각하고 있기 때문이 아닐지..
가우디가 설계한, 스페인에의 성 파밀리에 성당처럼, 전동성당도 성당 자체가 주는 아름다움과 경건함은 성당을 찾는 사람 누구라도 느낄 수 있게 해주고 있지 않나 생각 되었다..",4
전주전동성당,4.4,mi mi,전주에서 축제가 있다고 해서 주말에 들렸는데 생각보다 사람도 많지 않았어요~ 전동성당에서 미디어파사드 쇼 하는데 정말 멋있었어요~!! 5분전에 성당문 열어주시더라구요 하루세번 7시 8시 9시 공연했어요.,5
전주전동성당,4.4,Young-Hwa Oh (Fahrenheit),"사진찍기 좋은곳. 주변 먹거리도많으니 지나가면, 들러보세요.. 단 주말은 뚜벅이로...",4
전주전동성당,4.4,w2 s,"외부에서 바라보면 성당에서 느껴지는 엄숙함이
내부를 들여다보면 화려하지만 성스러움이 압도합니다
정말 근엄하게 아름답습니다
우리나라가 근대시대 이 전의 건축물에만 유적으로 정의한다는 이야기를 들었는데 가장 최근의 역사인 근대시대 건축물을 사적지로 잘 보존할 필요가 있다고 생각합니다
전동성당이야 현재에도 운영중에 있기에 잘 관리가 되고있다만 다른 근대시대 건물은 그저 낡은 건물, 개발에 방해가 되는 고물 취급을 받으며 무분별하게 무너지고 있습니다
모든 근대 건물이 가치를 갖고있지는 않겠지만 국가차원에서 잘 조사하고 보존하여 전동성당같은 가치있는 사적으로 잘 보존해가길 바랍니다",5
전주전동성당,4.4,YU HAN,"저번에 평일날 갔을 때는 닫혀 있었는데, 오늘 일요일에 가니까 열려있어서 안에까지 들어가볼 수 있었어요. 그리 큰 성당은 아니지만 유명한 로마네스크풍 건물이고, 1914년 완공 전에도 원래 순교터였다고 하니 우리나라천주교의 성지 주오하나인 것만은 분명해보여요",4
전주전동성당,4.4,김남규,"크진앓지만 아기자기한 매력이 있는성당.

역시 사진이 예쁘게 나오는 스팟이 많아 사람들이 많은편.

성당 뒷쪽 정원이 잘되있어 전주한옥 마을에서 꼭 가봐야하는 곳",4
전주전동성당,4.4,조진호,"한옥마을 끝자락에 있는 성당인데...
밝고 깨끗한곳 입니다.
사제관인가 옆 건물이 상당히 분위기  좋아요
성당내부 스테인 글라스도 잘해놓았던곳",5
전주전동성당,4.4,이윤석,아라베스크 건축 양식의 유럽풍의 멋진 성당으로 경기전과 한옥마을이 인접해있어 접근성 좋고 사진찍기도 좋아요,5
전주전동성당,4.4,Mcosmos (yeohye),우리나라에서 아름다운 성당중의 한 곳입니다. 주말이라서 관광객이 많았는데 한복입고 투어하는 모습 인상적이고 좋았습니다.,5
전주전동성당,4.4,EJ K,전주에 가볼만한 멋진 곳입니다. 성당 안과 겉 모두 아름답지요. 요즘은 주변에 한복대여점들이 너무 많이 생겨서 예전 정취를 느낄 수 없다는 아쉬움이 있네요.,5
전주전동성당,4.4,안승환,"빛공연을 하고 있네요
신기했습니다.",4
전주전동성당,4.4,Daniel Han,"한옥마을, 경기전 지나서 들린 곳입니다.

깨끗하게 잘 관리되어 있고 이국적인 느낌이 납니다.
미사 중이라 안에 들어가 보지 못한 것이 아쉽습니다.",3
